ybeF	0.8536
glpQ	0.6815
ybdT	0.46
ybxH	1.06
ybdM	1.2
ybdK	0.9908
ybxF	1.39
rplJ	1.2
rplK	1.6
rpmG	1.01
yacP	0.7563
rplL	0.8628
ybdE	1.01
ybcT	1.07
ybcQ	0.946
ybcO	0.8615
ybcL	1.19
ybcH	2.84
cysE	1.31
yacN	1.26
yacL	0.8919
sms	0.6738
yacH	0.7516
glpT	1.01
ybyB	0.4488
ybxI	0.9392
csgA	1.1
ybdL	1.1
ybdJ	1.25
ybxB	1.32
rplA	1.5
nusG	1.65
sigH	1.09
yacO	0.8483
ybdA	1.31
ybcS	0.0
ybcP	0.0
ybcM	1.85
ybcI	2.2
ybcF	2.23
gltX	1.34
yacM	1.09
yacK	0.8518
yacI	0.7348
ctsR	0.7772
ydbB	1.0
ydbA	1.28
ydaS	1.55
ydaQ	0.6387
mutT	0.7154
ydaN	1.05
yciB	1.15
nasA	0.9243
nasD	0.5116
nasF	0.7036
ycgS	1.51
ycgQ	1.19
ydaL	1.07
ydaJ	1.08
lrpC	1.09
ydaH	1.01
ydaF	1.22
ydaD	1.04
ycgO	1.47
ycgM	1.16
cah	0.9243
ycgJ	0.9404
tmrB	1.79
ycgH	1.06
gsiB	1.96
ydaT	1.15
ydaR	1.36
ydaP	0.7926
ydaO	0.9887
ydaM	1.15
yciA	1.11
nasC	0.9516
nasE	0.939
ycgT	1.15
ycgR	1.4
ycgP	1.14
ydaK	0.0
ydzA	0.8389
ydaG	0.586
ydaE	1.25
ydaC	1.09
ycgN	1.07
ycgL	1.4
ycgK	1.49
aroI	0.8753
nadE	1.01
ycgG	1.69
purL	1.16
purC	1.19
purK	1.86
yebG	0.794
yebE	0.8273
yebC	1.04
ydfK	0.0
ydfJ	0.0
ydfH	0.8957
ydfF	0.9639
ydfD	1.24
ydfB	1.14
guaA	1.31
yeaD	0.9567
yeaB	1.04
yeaA	0.4034
ydjO	0.7613
ydjM	2.01
ydeT	0.0
ydeR	0.0
ydeP	0.0
ydzF	0.7938
ydeM	0.821
ydeK	0.9302
yexA	0.9798
purB	1.01
purE	1.59
yebF	1.06
yebD	1.09
yebB	1.25
nap	1.1
ydfI	0.9536
ydfG	0.427
ydfE	0.976
ydfC	1.12
ydfA	1.43
yebA	0.0
yeaC	0.8738
gabP	1.14
ydjP	0.7275
ydjN	1.25
ydjL	1.02
ydeS	0.8849
ydeQ	0.9193
ydeO	1.29
ydeN	1.29
ydeL	1.56
ydeJ	1.71
yfhS	1.09
yfhO	0.6847
yfhM	0.392
yfhK	0.6233
yfhI	1.28
yfhG	0.936
yflS	0.9833
yflT	0.9602
yfmC	1.39
yfmE	0.9858
yfmG	0.8247
yfmI	1.04
yfhE	0.0
yfhC	0.8775
yfhA	1.05
yfiY	1.14
yfiV	0.9834
yfiT	0.0
yfmK	1.23
yfmM	1.33
yfmO	1.18
yfmQ	1.41
yfmS	1.17
yfnA	0.0
yfhP	0.0
csbB	0.6082
yfhL	0.9613
yfhJ	1.29
yfhH	1.27
yfhF	0.891
pel	1.41
yfmA	1.03
yfmD	1.17
yfmF	1.13
yfmH	1.09
yfmJ	1.4
yfhD	0.0
yfhB	1.06
yfiZ	1.55
yfiW	1.13
yfiU	1.09
yfiS	1.04
yfmL	1.36
yfmN	1.12
yfmP	1.37
yfmR	1.09
yfmT	0.0
yfnD	1.34
yisK	1.08
yisI	0.0
yisG	0.9137
yisE	0.8619
yisB	1.0
addA	0.0
yhdY	0.9705
yhdW	1.09
yhdU	0.8432
yhdS	0.7073
yhdQ	0.8961
yhdO	0.8222
yhjQ	0.9287
yhjM	1.76
yhjK	0.9635
yhjI	1.12
yhjG	0.8664
yhjE	0.9926
yhdL	1.45
yhdJ	0.0
yhdH	1.07
yhdF	0.9565
citR	0.9614
phoA	0.9509
