ybeF	0.9361
glpQ	0.8687
ybdT	1.61
ybxH	0.9953
ybdM	0.8241
ybdK	0.0
ybxF	0.6056
rplJ	0.2605
rplK	1.08
rpmG	0.8995
yacP	0.638
rplL	0.4481
ybdE	0.6746
ybcT	0.5
ybcQ	0.5077
ybcO	0.6635
ybcL	0.7179
ybcH	0.5031
cysE	1.03
yacN	0.8417
yacL	0.7696
sms	0.7602
yacH	0.8857
glpT	1.17
ybyB	6.85
ybxI	1.11
csgA	0.8421
ybdL	0.9302
ybdJ	0.0
ybxB	0.6494
rplA	0.9526
nusG	0.8998
sigH	0.8793
yacO	0.7844
ybdA	0.5532
ybcS	0.563
ybcP	0.6004
ybcM	4.84
ybcI	0.5134
ybcF	0.5717
gltX	1.01
yacM	1.25
yacK	0.7612
yacI	0.8847
ctsR	0.8226
ydbB	1.11
ydbA	1.21
ydaS	1.82
ydaQ	0.9818
mutT	1.48
ydaN	0.8815
yciB	0.8678
nasA	1.01
nasD	0.9809
nasF	1.13
ycgS	1.02
ycgQ	1.03
ydaL	0.0
ydaJ	1.77
lrpC	1.18
ydaH	2.67
ydaF	1.49
ydaD	2.76
ycgO	0.7899
ycgM	0.6323
cah	1.04
ycgJ	0.8511
tmrB	1.04
ycgH	0.9515
gsiB	9.15
ydaT	1.95
ydaR	1.27
ydaP	5.87
ydaO	4.03
ydaM	0.8348
yciA	0.9236
nasC	0.8705
nasE	0.9534
ycgT	1.14
ycgR	0.9534
ycgP	1.11
ydaK	1.13
ydzA	0.8351
ydaG	3.03
ydaE	3.97
ydaC	1.23
ycgN	0.9297
ycgL	0.6109
ycgK	1.04
aroI	1.06
nadE	1.67
ycgG	1.26
purL	0.372
purC	0.3484
purK	0.5743
yebG	1.2
yebE	0.0
yebC	1.15
ydfK	0.9539
ydfJ	0.9473
ydfH	1.02
ydfF	0.9406
ydfD	1.13
ydfB	0.9651
guaA	1.85
yeaD	1.07
yeaB	0.8882
yeaA	0.4818
ydjO	0.9086
ydjM	2.7
ydeT	0.6845
ydeR	1.14
ydeP	1.1
ydzF	0.8202
ydeM	1.12
ydeK	0.7828
yexA	0.4247
purB	0.3278
purE	0.6573
yebF	0.9966
yebD	0.0
yebB	0.381
nap	0.8059
ydfI	0.7716
ydfG	1.14
ydfE	1.02
ydfC	0.8323
ydfA	1.39
yebA	0.0
yeaC	1.34
gabP	0.8398
ydjP	0.7079
ydjN	1.55
ydjL	1.05
ydeS	1.16
ydeQ	0.7028
ydeO	0.847
ydeN	0.8209
ydeL	0.9377
ydeJ	0.6314
yfhS	1.29
yfhO	1.43
yfhM	1.43
yfhK	2.01
yfhI	1.04
yfhG	1.12
yflS	1.18
yflT	1.9
yfmC	1.36
yfmE	0.9674
yfmG	0.3171
yfmI	0.4962
yfhE	1.07
yfhC	0.6807
yfhA	0.9479
yfiY	1.15
yfiV	1.35
yfiT	1.11
yfmK	1.26
yfmM	0.0
yfmO	1.37
yfmQ	0.7793
yfmS	0.9587
yfnA	0.0
yfhP	1.22
csbB	2.54
yfhL	0.9811
yfhJ	1.14
yfhH	1.36
yfhF	1.19
pel	1.63
yfmA	0.0
yfmD	0.7177
yfmF	0.8636
yfmH	0.6973
yfmJ	1.58
yfhD	1.2
yfhB	0.6813
yfiZ	1.11
yfiW	2.33
yfiU	1.0
yfiS	0.9418
yfmL	1.6
yfmN	1.32
yfmP	0.8605
yfmR	0.9082
yfmT	0.0
yfnD	1.04
yisK	1.62
yisI	0.0
yisG	0.0
yisE	0.0
yisB	0.9457
addA	0.0
yhdY	0.9823
yhdW	0.9309
yhdU	0.9738
yhdS	1.02
yhdQ	1.84
yhdO	1.88
yhjQ	1.23
yhjM	0.8641
yhjK	1.07
yhjI	0.8887
yhjG	0.8522
yhjE	1.11
yhdL	1.69
yhdJ	1.34
yhdH	1.83
yhdF	1.16
citR	1.08
phoA	0.9467
yisJ	1.42
yisH	0.0
yisF	0.9045
yisC	0.7576
sbcD	0.9462
yhjR	1.78
yhdX	1.26
yhdV	0.9807
yhdT	1.77
yhdR	0.7894
