ybeF	1.62
glpQ	2.0
ybdT	1.59
ybxH	1.51
ybdM	1.52
ybdK	1.63
ybxF	1.01
rplJ	1.09
rplK	1.28
rpmG	1.21
yacP	0.8938
rplL	0.9889
ybdE	1.84
ybcT	1.86
ybcQ	1.68
ybcO	1.11
ybcL	1.61
ybcH	5.85
cysE	0.9297
yacN	1.31
yacL	1.43
sms	1.7
yacH	1.56
glpT	1.81
ybyB	1.43
ybxI	2.13
csgA	1.54
ybdL	1.46
ybdJ	1.47
ybxB	1.0
rplA	1.2
nusG	1.03
sigH	1.15
yacO	0.7934
ybdA	1.31
ybcS	1.86
ybcP	1.49
ybcM	1.35
ybcI	6.32
ybcF	6.51
gltX	1.34
yacM	1.46
yacK	1.3
yacI	1.21
ctsR	1.09
ydbB	1.29
ydbA	1.39
ydaS	1.38
ydaQ	1.46
mutT	1.46
ydaN	1.33
yciB	1.08
nasA	2.11
nasD	0.7652
nasF	1.3
ycgS	1.53
ycgQ	2.01
ydaL	1.29
ydaJ	2.31
lrpC	1.26
ydaH	1.92
ydaF	1.34
ydaD	1.76
ycgO	1.6
ycgM	1.92
cah	1.5
ycgJ	1.49
tmrB	1.39
ycgH	2.49
gsiB	1.43
ydaT	1.88
ydaR	1.54
ydaP	1.4
ydaO	1.31
ydaM	1.34
yciA	1.08
nasC	1.68
nasE	0.9734
ycgT	1.71
ycgR	2.41
ycgP	1.98
ydaK	2.42
ydzA	0.7888
ydaG	1.49
ydaE	1.72
ydaC	1.43
ycgN	1.53
ycgL	1.55
ycgK	1.68
aroI	1.57
nadE	1.28
ycgG	1.56
purL	0.9275
purC	1.12
purK	0.9799
yebG	1.5
yebE	2.52
yebC	1.99
ydfK	2.7
ydfJ	2.35
ydfH	1.61
ydfF	1.59
ydfD	2.16
ydfB	3.16
guaA	1.33
yeaD	1.64
yeaB	1.23
yeaA	1.38
ydjO	1.46
ydjM	1.84
ydeT	2.25
ydeR	3.14
ydeP	2.07
ydzF	1.85
ydeM	1.93
ydeK	2.11
yexA	0.997
purB	1.0
purE	1.33
yebF	1.76
yebD	1.8
yebB	1.55
nap	1.89
ydfI	2.04
ydfG	1.63
ydfE	3.01
ydfC	2.07
ydfA	1.86
yebA	0.0
yeaC	1.36
gabP	1.29
ydjP	1.33
ydjN	1.84
ydjL	1.74
ydeS	1.81
ydeQ	2.4
ydeO	1.41
ydeN	1.53
ydeL	1.64
ydeJ	1.33
yfhS	1.18
yfhO	1.1
yfhM	1.38
yfhK	1.46
yfhI	1.43
yfhG	1.47
yflS	1.7
yflT	1.87
yfmC	1.57
yfmE	1.69
yfmG	1.42
yfmI	1.67
yfhE	1.17
yfhC	1.36
yfhA	1.53
yfiY	1.66
yfiV	1.62
yfiT	1.75
yfmK	1.46
yfmM	1.4
yfmO	1.56
yfmQ	1.07
yfmS	1.41
yfnA	0.0
yfhP	1.47
csbB	1.26
yfhL	1.36
yfhJ	1.41
yfhH	1.14
yfhF	1.8
pel	2.21
yfmA	1.69
yfmD	1.56
yfmF	1.62
yfmH	1.2
yfmJ	1.74
yfhD	0.0
yfhB	1.17
yfiZ	1.68
yfiW	2.0
yfiU	1.71
yfiS	3.02
yfmL	1.42
yfmN	1.23
yfmP	1.24
yfmR	1.26
yfmT	0.0
yfnD	1.22
yisK	1.3
yisI	1.51
yisG	1.23
yisE	1.24
yisB	1.31
addA	0.0
yhdY	1.44
yhdW	1.3
yhdU	1.61
yhdS	1.18
yhdQ	1.52
yhdO	1.28
yhjQ	1.27
yhjM	1.83
yhjK	2.08
yhjI	2.68
yhjG	1.52
yhjE	1.66
yhdL	1.95
yhdJ	2.22
yhdH	1.54
yhdF	1.56
citR	1.48
phoA	1.83
yisJ	1.48
yisH	1.4
yisF	1.24
yisC	1.26
sbcD	1.84
yhjR	1.92
yhdX	1.53
yhdV	1.41
yhdT	1.37
yhdR	1.43
yhdP	1.79
yhdM	1.5
yhjO	1.56
yhjL	2.17
