ybeF	0.0
glpQ	0.9504
ybdT	0.966
ybxH	0.8447
ybdM	1.06
ybdK	0.869
ybxF	0.9491
rplJ	0.8431
rplK	1.03
rpmG	0.9107
yacP	0.7383
rplL	1.04
ybdE	0.8394
ybcT	0.9496
ybcQ	0.9191
ybcO	0.8331
ybcL	0.875
ybcH	1.16
cysE	0.8223
yacN	1.43
yacL	1.45
sms	2.13
yacH	2.76
glpT	0.8786
ybyB	0.8856
ybxI	0.8988
csgA	0.9356
ybdL	0.9622
ybdJ	0.9917
ybxB	1.15
rplA	1.04
nusG	1.02
sigH	1.05
yacO	0.7383
ybdA	0.9768
ybcS	0.9621
ybcP	1.0
ybcM	0.9464
ybcI	1.34
ybcF	1.09
gltX	1.17
yacM	1.7
yacK	1.71
yacI	2.55
ctsR	2.06
ydbB	1.05
ydbA	0.0
ydaS	0.9176
ydaQ	1.06
mutT	0.0
ydaN	1.06
yciB	1.01
nasA	0.8956
nasD	0.3714
nasF	0.5922
ycgS	1.0
ycgQ	1.14
ydaL	0.8511
ydaJ	0.8564
lrpC	0.8337
ydaH	0.9779
ydaF	1.08
ydaD	0.8826
ycgO	1.1
ycgM	0.9384
cah	1.26
ycgJ	0.8696
tmrB	0.8577
ycgH	0.8216
gsiB	1.03
ydaT	0.9122
ydaR	0.8947
ydaP	0.7913
ydaO	0.9545
ydaM	1.01
yciA	1.08
nasC	0.6835
nasE	0.3001
ycgT	0.9346
ycgR	0.9876
ycgP	1.06
ydaK	0.8777
ydzA	0.5393
ydaG	1.1
ydaE	0.8148
ydaC	0.9582
ycgN	0.8677
ycgL	1.06
ycgK	1.02
aroI	0.8766
nadE	0.9585
ycgG	0.8954
purL	0.9233
purC	0.8998
purK	1.21
yebG	0.8108
yebE	1.08
yebC	1.07
ydfK	0.8121
ydfJ	0.8117
ydfH	0.8951
ydfF	1.14
ydfD	1.08
ydfB	0.8388
guaA	1.01
yeaD	0.9156
yeaB	0.8682
yeaA	0.5411
ydjO	1.18
ydjM	0.0
ydeT	1.0
ydeR	0.9841
ydeP	1.15
ydzF	1.03
ydeM	0.9356
ydeK	0.9675
yexA	0.8411
purB	0.8907
purE	1.04
yebF	0.8461
yebD	0.6891
yebB	0.9523
nap	1.05
ydfI	0.97
ydfG	0.9997
ydfE	1.05
ydfC	0.9848
ydfA	1.21
yebA	0.0
yeaC	0.9192
gabP	1.0
ydjP	0.7875
ydjN	1.12
ydjL	0.9666
ydeS	1.04
ydeQ	0.869
ydeO	0.8053
ydeN	0.9732
ydeL	0.0
ydeJ	0.8338
yfhS	1.25
yfhO	1.39
yfhM	0.8792
yfhK	0.9213
yfhI	0.9233
yfhG	0.7069
yflS	0.8051
yflT	0.8983
yfmC	0.9481
yfmE	0.932
yfmG	1.1
yfmI	0.7611
yfhE	0.8943
yfhC	0.844
yfhA	0.7676
yfiY	0.5851
yfiV	0.8377
yfiT	0.7674
yfmK	0.9698
yfmM	0.9157
yfmO	0.6285
yfmQ	0.2925
yfmS	0.74
yfnA	0.9709
yfhP	1.09
csbB	1.15
yfhL	0.892
yfhJ	1.05
yfhH	0.7768
yfhF	1.23
pel	1.99
yfmA	0.9707
yfmD	1.12
yfmF	1.03
yfmH	1.01
yfmJ	1.29
yfhD	0.9431
yfhB	0.9365
yfiZ	0.8167
yfiW	0.9656
yfiU	0.8978
yfiS	0.8087
yfmL	1.2
yfmN	0.8134
yfmP	0.7557
yfmR	0.8964
yfmT	0.0
yfnD	1.07
yisK	1.02
yisI	1.08
yisG	1.0
yisE	0.7977
yisB	0.6577
addA	0.0
yhdY	0.894
yhdW	0.8547
yhdU	1.07
yhdS	0.8626
yhdQ	1.26
yhdO	0.7833
yhjQ	0.9455
yhjM	1.36
yhjK	0.9247
yhjI	0.906
yhjG	1.23
yhjE	0.8821
yhdL	1.19
yhdJ	0.9032
yhdH	1.02
yhdF	0.981
citR	0.95
phoA	1.1
yisJ	0.7398
yisH	0.851
yisF	0.886
yisC	0.8937
sbcD	0.8006
yhjR	0.9473
yhdX	1.18
yhdV	1.08
yhdT	1.09
yhdR	1.14
yhdP	1.19
yhdM	1.25
yhjO	0.964
yhjL	0.9228
yhjJ	0.7805
yhjH	0.952
sipV	0.824
yhjD	0.7908
yhdK	0.8742
yhdI	0.946
yhdG	0.7338
citA	0.8165
lytE	0.8131
spoVR	0.8291
xkdU	0.0
xkdS	1.0
xkdQ	1.05
xkdN	0.9652
xkdK	0.9063
xkdI	0.896
yjbX	0.7497
yjbV	0.8277
yjbT	0.9489
yjbR	0.9787
tenA	0.8752
yjbP	1.31
xkdG	0.8689
xkdE	0.8211
xpf	0.8282
xkdD	0.8272
xkdB	0.8919
xkdA	0.8663
yjbN	0.9265
yjbL	1.06
yjbJ	0.7841
yjbH	1.31
yjbF	0.8248
yjbE	0.967
xkdT	0.9895
xkdR	0.9378
xkdP	0.8447
xkdM	0.8289
xkdJ	0.7729
xkdH	0.7677
yjbW	0.6669
yjbU	0.9644
yjbS	0.9451
tenI	0.9868
yjbQ	1.2
yjbO	1.0
xkdF	0.7969
xtmA	0.7656
xtrA	0.816
xkdC	0.9413
xre	1.01
yjqC	0.8169
yjbM	0.9118
yjbK	0.863
yjbI	0.892
yjbG	1.19
mecA	1.11
yjbD	0.8701
ylaM	0.0
ylaK	0.9834
ylaH	0.8532
ylaF	0.8579
ylaD	0.0
ylaB	0.86
ykvM	1.05
ykvK	1.03
ykvI	1.56
motA	0.6458
ykvE	1.03
eag	0.9471
nprE	1.1
ykzC	1.33
ykzI	0.8125
yktA	0.9488
slp	0.8521
pdhC	0.0
ykvA	0.82
ykrY	0.8341
ykrW	1.1
ykrU	0.9636
ykrS	0.9925
ykrQ	0.8505
ylaL	1.07
ylaJ	1.04
ylaG	1.08
ylaE	1.06
ylaC	1.07
ylaA	1.02
ykvL	1.03
ykvJ	2.74
clpE	16.84
motB	0.6526
ykvD	0.9926
spo0E	1.05
yktD	1.23
yktC	1.42
yktB	1.12
cad	1.13
pdhD	0.8961
pdhB	0.7967
ykrZ	0.7458
ykrX	0.8873
ykrV	0.8754
ykrT	1.0
dat	0.9187
ykrM	1.07
ymfM	1.4
ymfK	1.55
ymfI	1.25
ymfF	1.32
ymfD	0.8641
spoIIIE	0.0
yloW	0.8813
yloU	0.9686
spoVM	0.9897
yloR	0.7472
ymfA	0.926
dapG	0.9812
spoVFB	0.8351
ymxH	0.8601
ylxY	0.9749
ribC	1.14
fmt	0.9236
priA	0.893
yloH	1.0
yloC	0.989
ylnF	0.8604
ylnD	0.8803
ymfL	1.37
ymfJ	1.17
ymfH	1.38
ymfE	1.11
ymfC	1.2
ymfB	0.9786
yloV	1.01
rpmB	0.9831
yloS	0.9699
yloQ	0.8966
yloO	0.9366
yloM	0.929
dapA	0.9669
asd	0.9445
spoVFA	1.09
ymxG	1.13
rpsO	0.9174
truB	0.8757
def	0.8886
yloI	0.9373
