ybeF,1.14
glpQ,1.02
ybdT,0.0
ybxH,0.834
ybdM,0.0
ybdK,0.8218
ybxF,0.8377
rplJ,0.9366
rplK,1.02
rpmG,0.9602
yacP,0.6737
rplL,1.25
ybdE,0.8782
ybcT,0.9237
ybcQ,0.9337
ybcO,1.14
ybcL,0.9509
ybcH,0.5712
cysE,0.7549
yacN,0.8101
yacL,0.5899
sms,0.6
yacH,0.9566
glpT,0.9711
ybyB,0.5386
ybxI,1.0
csgA,0.924
ybdL,0.8941
ybdJ,0.8018
ybxB,1.0
rplA,1.01
nusG,0.9107
sigH,0.9031
yacO,0.6444
ybdA,0.8618
ybcS,0.9494
ybcP,0.958
ybcM,1.5
ybcI,0.7724
ybcF,0.6743
gltX,1.04
yacM,0.6954
yacK,0.488
yacI,0.7277
ctsR,0.7013
ydbB,0.9828
ydbA,1.1
ydaS,0.0
ydaQ,0.0
mutT,0.0
ydaN,0.8389
yciB,1.13
nasA,1.01
nasD,0.4665
nasF,0.8133
ycgS,1.06
ycgQ,1.07
ydaL,0.7953
ydaJ,0.7503
lrpC,0.9205
ydaH,0.9371
ydaF,1.08
ydaD,0.7382
ycgO,1.27
ycgM,0.9746
cah,0.9907
ycgJ,0.9664
tmrB,1.03
ycgH,0.9613
gsiB,0.7196
ydaT,0.6652
ydaR,1.0
ydaP,0.0
ydaO,0.9356
ydaM,0.7618
yciA,1.01
nasC,0.9034
nasE,0.4556
ycgT,1.3
ycgR,0.868
ycgP,0.9254
ydaK,0.795
ydzA,0.69
ydaG,0.7877
ydaE,0.7705
ydaC,1.02
ycgN,0.9075
ycgL,0.9693
ycgK,1.04
aroI,1.3
nadE,1.01
ycgG,0.9369
purL,1.17
purC,1.16
purK,1.27
yebG,0.0
yebE,0.0
yebC,1.01
ydfK,1.12
ydfJ,1.03
ydfH,1.13
ydfF,1.13
ydfD,1.12
ydfB,0.9473
guaA,1.13
yeaD,0.9744
yeaB,1.15
yeaA,0.4094
ydjO,0.7786
ydjM,1.58
ydeT,0.9357
ydeR,0.9453
ydeP,0.8805
ydzF,1.07
ydeM,1.04
ydeK,1.13
yexA,1.09
purB,1.17
purE,1.25
yebF,0.9135
yebD,1.33
yebB,1.24
nap,1.06
ydfI,0.8777
ydfG,1.07
ydfE,1.07
ydfC,0.9353
ydfA,0.9853
yebA,0.0
yeaC,0.9105
gabP,1.14
ydjP,0.3525
ydjN,1.45
ydjL,0.979
ydeS,1.14
ydeQ,1.05
ydeO,0.8449
ydeN,0.9559
ydeL,0.9778
ydeJ,0.9571
yfhS,1.05
yfhO,0.9001
yfhM,0.6772
yfhK,0.0
yfhI,1.14
yfhG,1.07
yflS,1.38
yflT,0.5797
yfmC,1.33
yfmE,1.21
yfmG,1.18
yfmI,1.28
yfhE,0.8695
yfhC,1.15
yfhA,1.1
yfiY,1.23
yfiV,0.959
yfiT,1.02
yfmK,1.01
yfmM,1.04
yfmO,0.8698
yfmQ,0.6933
yfmS,0.8272
yfnA,0.0
yfhP,1.12
