ybeF,0.95
glpQ,1.0
ybdT,0.8863
ybxH,0.9434
ybdM,0.8835
ybdK,0.8292
ybxF,0.8553
rplJ,0.8875
rplK,0.905
rpmG,1.18
yacP,0.7798
rplL,0.9905
ybdE,0.7429
ybcT,0.8168
ybcQ,0.7904
ybcO,0.6482
ybcL,0.7476
ybcH,0.2244
cysE,0.9868
yacN,1.02
yacL,1.11
sms,1.63
yacH,1.08
glpT,1.06
ybyB,0.7223
ybxI,0.896
csgA,0.9388
ybdL,1.06
ybdJ,0.767
ybxB,0.7396
rplA,0.9975
nusG,0.8557
sigH,1.07
yacO,0.8175
ybdA,0.7828
ybcS,0.8031
ybcP,0.7561
ybcM,1.35
ybcI,0.2369
ybcF,0.2202
gltX,1.3
yacM,1.19
yacK,1.59
yacI,1.39
ctsR,0.9395
ydbB,0.8718
ydbA,1.19
ydaS,0.9901
ydaQ,1.1
mutT,0.0
ydaN,1.06
yciB,3.35
nasA,1.16
nasD,0.7615
nasF,1.08
ycgS,1.25
ycgQ,1.16
ydaL,0.9631
ydaJ,1.03
lrpC,1.14
ydaH,1.4
ydaF,1.59
ydaD,1.04
ycgO,0.9458
ycgM,1.17
cah,1.41
ycgJ,1.04
tmrB,0.9637
ycgH,0.882
gsiB,1.19
ydaT,0.9149
ydaR,1.07
ydaP,0.9527
ydaO,0.8716
ydaM,0.8816
yciA,3.47
nasC,1.08
nasE,0.6365
ycgT,1.21
ycgR,1.1
ycgP,1.1
ydaK,1.01
ydzA,0.8152
ydaG,1.23
ydaE,0.9357
ydaC,1.08
ycgN,0.9789
ycgL,1.17
ycgK,1.13
aroI,1.09
nadE,0.9294
ycgG,0.7865
purL,0.3685
purC,0.4081
purK,0.4514
yebG,0.7722
yebE,0.7461
yebC,1.36
ydfK,1.31
ydfJ,1.24
ydfH,1.29
ydfF,1.44
ydfD,1.32
ydfB,0.9845
guaA,1.15
yeaD,0.9874
yeaB,0.9436
yeaA,0.5751
ydjO,0.6453
ydjM,1.52
ydeT,1.28
ydeR,1.28
ydeP,1.03
ydzF,1.16
ydeM,1.29
ydeK,1.32
yexA,0.3369
purB,0.374
purE,0.4139
yebF,0.8172
yebD,0.7956
yebB,0.7851
nap,1.28
ydfI,1.19
ydfG,1.74
ydfE,1.3
ydfC,1.1
ydfA,1.15
yebA,0.0
yeaC,0.9053
gabP,1.3
ydjP,0.514
ydjN,1.34
ydjL,1.52
ydeS,1.16
ydeQ,1.06
ydeO,1.0
ydeN,1.38
ydeL,1.18
ydeJ,1.18
yfhS,1.1
yfhO,1.18
yfhM,1.02
yfhK,0.9299
yfhI,1.01
yfhG,0.9703
yflS,1.29
yflT,1.07
yfmC,2.25
yfmE,1.38
yfmG,0.9664
yfmI,1.19
yfhE,1.06
yfhC,1.41
yfhA,1.26
yfiY,0.6325
yfiV,1.09
yfiT,0.8891
yfmK,1.25
yfmM,1.12
yfmO,0.9594
yfmQ,0.452
yfmS,1.01
yfnA,1.25
yfhP,1.15
csbB,1.36
yfhL,0.8935
yfhJ,1.21
yfhH,0.9406
yfhF,1.05
pel,2.86
yfmA,1.08
yfmD,1.37
yfmF,1.54
yfmH,0.9056
yfmJ,1.4
yfhD,1.24
yfhB,1.21
yfiZ,1.16
yfiW,1.1
yfiU,1.09
yfiS,1.1
yfmL,1.72
yfmN,0.952
yfmP,0.6039
yfmR,1.35
yfmT,0.0
yfnD,1.1
yisK,0.8579
yisI,0.988
yisG,0.8978
yisE,0.953
yisB,0.7018
addA,0.0
yhdY,1.44
yhdW,1.37
yhdU,1.33
yhdS,1.62
yhdQ,1.85
yhdO,1.83
yhjQ,1.1
yhjM,1.56
yhjK,1.04
yhjI,1.07
yhjG,0.975
yhjE,0.9463
yhdL,2.09
yhdJ,1.5
yhdH,1.31
yhdF,1.3
citR,1.15
phoA,1.37
yisJ,1.03
yisH,1.04
yisF,0.8719
yisC,0.8566
sbcD,0.866
yhjR,1.04
yhdX,3.03
yhdV,1.4
yhdT,1.76
yhdR,1.44
yhdP,1.57
yhdM,2.08
yhjO,1.12
yhjL,1.15
yhjJ,1.04
yhjH,1.07
sipV,1.16
yhjD,1.01
yhdK,1.95
yhdI,1.13
yhdG,0.0
citA,1.24
lytE,1.63
spoVR,1.26
xkdU,0.9331
xkdS,0.9189
xkdQ,0.9766
xkdN,0.9391
xkdK,0.9487
xkdI,0.9496
yjbX,1.09
yjbV,1.07
yjbT,1.13
yjbR,1.25
tenA,1.3
yjbP,1.23
xkdG,0.9809
xkdE,0.86
xpf,0.9885
xkdD,0.8402
xkdB,0.9536
xkdA,0.8552
yjbN,1.14
yjbL,1.23
yjbJ,1.01
yjbH,1.58
yjbF,1.2
yjbE,1.2
xkdT,0.9556
xkdR,0.9773
xkdP,0.9604
xkdM,0.9011
xkdJ,1.01
xkdH,0.9676
yjbW,0.992
yjbU,1.1
yjbS,1.24
tenI,1.4
yjbQ,1.46
yjbO,1.22
xkdF,0.877
xtmA,0.8323
xtrA,0.9871
xkdC,1.01
xre,1.29
yjqC,0.9012
yjbM,1.14
yjbK,1.2
yjbI,1.4
yjbG,1.59
mecA,1.64
yjbD,1.47
ylaM,0.9814
ylaK,0.9182
ylaH,0.6769
ylaF,1.05
ylaD,0.0
ylaB,0.9851
ykvM,1.43
ykvK,1.32
ykvI,1.01
motA,0.5656
ykvE,1.11
eag,1.12
nprE,1.44
ykzC,1.53
ykzI,1.0
yktA,0.9188
slp,0.972
pdhC,0.9267
ykvA,1.09
ykrY,2.48
ykrW,2.58
ykrU,1.65
ykrS,2.11
ykrQ,0.9902
ylaL,1.28
ylaJ,0.9804
ylaG,1.03
ylaE,1.02
ylaC,1.09
ylaA,1.06
ykvL,1.22
ykvJ,1.35
clpE,1.87
motB,0.4689
ykvD,1.22
spo0E,1.32
yktD,1.01
yktC,1.63
yktB,1.2
cad,1.2
pdhD,1.09
pdhB,1.18
ykrZ,2.09
ykrX,3.06
ykrV,2.43
ykrT,2.47
dat,1.08
ykrM,1.1
ymfM,0.9528
ymfK,0.9643
ymfI,0.9133
ymfF,1.04
ymfD,0.9852
spoIIIE,0.0
yloW,1.01
yloU,1.07
spoVM,0.9027
yloR,0.7349
ymfA,0.8957
dapG,0.9532
spoVFB,0.916
ymxH,0.9368
ylxY,0.9719
ribC,0.9033
fmt,0.8256
priA,0.0
yloH,0.8865
yloC,0.8048
ylnF,0.9786
ylnD,0.9999
ymfL,0.9673
ymfJ,1.1
ymfH,1.19
ymfE,0.9599
ymfC,1.42
ymfB,0.9388
yloV,1.26
rpmB,1.03
yloS,0.724
yloQ,0.722
yloO,0.8089
yloM,0.8379
dapA,0.9641
asd,1.38
spoVFA,0.8855
ymxG,0.8962
rpsO,0.8014
truB,0.7028
def,0.9709
yloI,1.05
yloD,0.9864
yloA,1.0
ylnE,0.9732
ylnC,0.9653
yobK,1.06
yobI,1.07
yozL,0.9756
yobH,1.02
rapK,1.31
yobF,1.48
yneI,0.9109
ynzD,1.11
yneE,1.04
ynzC,1.68
yneA,1.04
yndN,1.07
yozI,1.1
yobD,1.07
pps,1.21
yobA,1.25
yoaZ,1.26
yoaV,1.25
yndL,1.05
yndJ,1.0
yndG,0.9466
yndD,1.03
yndB,0.9902
ynzA,1.06
yobJ,0.6487
yozM,0.9068
yozK,1.27
phrK,1.42
yozJ,1.1
yobE,1.25
ccdA,0.9381
