ybeF,0.7396
glpQ,0.6988
ybdT,0.8046
ybxH,0.8828
ybdM,0.8932
ybdK,0.8416
ybxF,0.7055
rplJ,0.6624
rplK,0.7291
rpmG,0.8556
yacP,0.5179
rplL,0.7927
ybdE,0.8809
ybcT,1.03
ybcQ,1.21
ybcO,1.28
ybcL,1.07
ybcH,1.34
cysE,0.5735
yacN,1.14
yacL,1.97
sms,2.07
yacH,1.24
glpT,0.8192
ybyB,1.06
ybxI,0.9679
csgA,0.8695
ybdL,0.9628
ybdJ,0.9326
ybxB,0.7503
rplA,0.8656
nusG,0.8724
sigH,0.9995
yacO,0.6477
ybdA,1.15
ybcS,1.19
ybcP,1.28
ybcM,1.23
ybcI,1.56
ybcF,1.5
gltX,1.58
yacM,1.88
yacK,0.0
yacI,0.0
ctsR,0.0
ydbB,0.7506
ydbA,0.8215
ydaS,0.9289
ydaQ,1.04
mutT,0.7558
ydaN,0.8421
yciB,0.8766
nasA,0.7054
nasD,0.6069
nasF,0.6257
ycgS,1.0
ycgQ,1.08
ydaL,0.9099
ydaJ,0.9786
lrpC,0.9332
ydaH,2.65
ydaF,1.9
ydaD,1.1
ycgO,0.8197
ycgM,0.9882
cah,1.09
ycgJ,1.06
tmrB,0.9646
ycgH,0.8837
gsiB,1.13
ydaT,1.0
ydaR,1.02
ydaP,1.11
ydaO,1.31
ydaM,0.0
yciA,1.28
nasC,0.9732
nasE,0.5156
ycgT,1.09
ycgR,1.09
ycgP,1.03
ydaK,1.11
ydzA,0.9682
ydaG,1.52
ydaE,1.17
ydaC,0.9884
ycgN,1.02
ycgL,0.9751
ycgK,1.17
aroI,1.37
nadE,0.9747
ycgG,0.9691
purL,0.2639
purC,0.3559
purK,0.3401
yebG,0.9278
yebE,1.16
yebC,1.51
ydfK,0.0
ydfJ,0.0
ydfH,1.05
ydfF,1.22
ydfD,1.09
ydfB,0.9446
guaA,0.5611
yeaD,0.7832
yeaB,0.9146
yeaA,1.11
ydjO,1.29
ydjM,1.32
ydeT,0.0
ydeR,0.9574
ydeP,0.8415
ydzF,0.5963
ydeM,1.05
ydeK,1.0
yexA,0.5289
purB,0.2839
purE,0.34
yebF,0.9566
yebD,0.7987
yebB,0.0
nap,0.9771
ydfI,0.9904
ydfG,1.5
ydfE,1.07
ydfC,1.03
ydfA,1.09
yebA,0.9935
yeaC,0.9753
gabP,0.0
ydjP,1.35
ydjN,1.2
ydjL,1.4
ydeS,1.05
ydeQ,1.2
ydeO,0.8623
ydeN,1.2
ydeL,1.07
ydeJ,1.39
yfhS,0.7404
yfhO,1.01
yfhM,1.58
yfhK,1.02
yfhI,0.9273
yfhG,0.9297
yflS,0.8325
yflT,0.8594
yfmC,0.7196
yfmE,0.7415
yfmG,1.09
yfmI,0.4288
yfhE,0.8245
yfhC,0.7893
yfhA,0.5205
yfiY,0.4841
yfiV,1.47
yfiT,0.8701
yfmK,1.12
yfmM,0.8222
yfmO,0.7606
yfmQ,0.3721
yfmS,0.7656
yfnA,0.7884
yfhP,1.3
csbB,2.05
yfhL,1.76
yfhJ,1.56
yfhH,1.02
yfhF,0.0
pel,2.31
yfmA,0.9351
yfmD,0.8799
yfmF,0.9879
yfmH,1.3
yfmJ,1.21
yfhD,0.9537
yfhB,0.9905
yfiZ,0.0
yfiW,1.02
yfiU,0.9392
yfiS,1.06
yfmL,1.21
yfmN,1.05
yfmP,0.8637
yfmR,1.16
yfmT,1.04
yfnD,1.02
yisK,0.919
yisI,0.8509
yisG,0.8388
yisE,0.8593
yisB,0.9413
addA,1.0
yhdY,0.8342
yhdW,0.9006
yhdU,0.9721
yhdS,1.06
yhdQ,1.07
yhdO,0.8809
yhjQ,1.03
yhjM,1.29
yhjK,0.9953
yhjI,1.07
yhjG,1.1
yhjE,1.22
yhdL,3.08
yhdJ,1.25
yhdH,1.01
yhdF,0.9713
citR,1.05
phoA,1.42
yisJ,1.11
yisH,1.04
yisF,1.14
yisC,1.0
sbcD,1.15
yhjR,0.0
yhdX,1.99
yhdV,1.09
yhdT,1.65
yhdR,1.16
yhdP,1.32
yhdM,2.55
yhjO,1.2
yhjL,1.46
yhjJ,1.39
yhjH,1.15
sipV,1.04
yhjD,1.2
yhdK,2.84
yhdI,1.31
yhdG,1.18
citA,1.34
lytE,1.85
spoVR,1.11
xkdU,0.8041
xkdS,0.7858
xkdQ,0.8122
xkdN,0.8262
xkdK,0.9235
xkdI,0.8026
yjbX,0.7077
yjbV,0.6394
yjbT,0.6358
yjbR,0.5739
tenA,0.6139
yjbP,0.8684
