gene_id	value
BSU05740	0.6984
BSU13120	0.9653
BSU21870	0.6168
BSU18470	0.0
BSU32000	0.5487
BSU31930	0.9363
BSU31980	0.6589
BSU22490	1.64
BSU16770	0.9801
BSU31400	0.915
BSU21810	1.22
BSU28080	0.8568
BSU18120	0.97
BSU15540	0.9179
BSU27810	1.05
BSU09530	0.9669
BSU15500	0.0
BSU39780	0.836
BSU23080	1.21
BSU22700	0.8096
BSU26970	0.9696
BSU12940	0.931
BSU27010	0.0
BSU12950	0.4563
BSU12960	0.8459
BSU12930	0.8942
BSU22130	1.12
BSU22140	1.17
BSU01530	0.7308
BSU25900	1.13
BSU24280	0.8131
BSU35620	1.16
BSU17410	0.9975
BSU35920	1.02
BSU35940	0.8418
BSU35960	1.03
BSU22670	0.9516
BSU35950	1.02
BSU22680	0.9392
BSU35930	0.9813
BSU00280	1.03
BSU06490	0.5102
BSU30220	0.7909
BSU37060	1.32
BSU26810	1.38
BSU39400	0.7751
BSU17660	1.11
BSU28390	1.19
BSU18450	0.6083
BSU15570	0.0
BSU20020	1.15
BSU18440	0.6978
BSU28170	0.7289
BSU33400	1.84
BSU18220	1.02
BSU29050	1.38
BSU00920	1.25
BSU02340	0.9464
BSU28800	0.8141
BSU22100	1.09
BSU39270	0.7522
BSU10220	1.02
BSU33900	0.8276
BSU39450	0.8927
BSU28740	0.9216
BSU28750	0.954
BSU28730	0.9635
BSU04340	1.11
BSU18250	1.08
BSU02140	0.8291
BSU33960	0.8615
BSU28560	1.01
BSU17000	1.03
BSU10360	1.16
BSU37120	0.9974
BSU34190	0.87
BSU39670	0.9289
BSU03060	0.1852
BSU29440	0.8979
BSU29450	0.8888
BSU40190	1.03
BSU10130	0.6489
BSU09280	1.38
BSU12160	1.24
BSU40330	1.15
BSU09290	1.56
BSU18570	0.8113
BSU06360	0.7377
BSU40060	0.9821
BSU37760	0.8664
BSU27220	1.01
BSU33800	1.04
BSU21900	1.05
BSU01620	0.9569
BSU33830	1.16
BSU01610	0.8507
BSU01630	0.6043
BSU03000	1.07
BSU02990	1.15
BSU33820	1.12
BSU00680	1.22
BSU33810	1.21
BSU02980	1.31
BSU08450	0.7647
BSU30070	1.22
BSU08460	0.6333
BSU08440	0.2114
BSU05340	1.21
BSU24160	1.11
BSU14870	0.6446
BSU33320	0.7778
BSU14880	0.7203
BSU36030	0.716
BSU03800	0.9872
BSU16750	0.6241
BSU23580	0.0
BSU07500	0.9238
BSU39920	0.8538
BSU33290	0.889
BSU24850	1.11
BSU03810	0.89
BSU07510	1.01
BSU30540	1.51
BSU03820	0.802
BSU22410	1.03
BSU03830	0.7904
BSU07520	0.6926
BSU07990	0.7983
BSU33300	1.08
BSU39350	0.7722
BSU15490	1.62
BSU03790	0.736
BSU28470	0.7014
BSU16760	0.8217
BSU34910	0.4641
BSU31322	0.9368
BSU39390	0.8994
BSU27870	0.8489
BSU28510	0.9459
BSU02400	0.7328
BSU28720	0.9768
BSU28150	0.8021
BSU23570	1.08
BSU22370	0.9595
BSU34920	0.4853
BSU36810	0.8802
BSU17150	0.8691
BSU18230	0.886
BSU36840	0.8604
BSU06970	0.8838
BSU11710	0.9079
BSU38500	1.2
BSU13960	0.7708
BSU38530	1.35
BSU37780	0.8735
BSU38510	5.03
BSU38520	1.48
BSU00790	0.815
BSU00270	1.05
BSU32260	0.4848
BSU32240	0.5013
BSU22600	0.4923
BSU02290	1.03
BSU10870	0.8697
BSU10020	0.5367
BSU22620	0.8655
BSU34890	0.3599
BSU03990	0.6809
BSU35780	1.14
BSU04740	1.27
BSU31990	0.5576
BSU30830	1.34
BSU31970	0.423
BSU30280	1.01
BSU19630	1.55
BSU03070	0.6102
BSU34870	0.3703
BSU34900	0.4217
BSU22660	0.9987
BSU30290	0.8647
BSU30270	1.09
BSU29600	1.19
BSU26700	1.04
BSU26690	1.18
BSU26710	1.22
BSU27850	0.7592
BSU00090	0.7872
BSU24130	1.06
BSU39700	0.7973
BSU24140	1.01
BSU39720	0.7081
BSU23250	1.28
BSU28790	1.01
BSU39750	0.8195
BSU39730	0.9477
BSU28780	0.9673
BSU04000	0.7337
BSU39740	0.7773
BSU29220	1.17
BSU39710	0.8923
BSU17390	1.02
BSU28270	0.6451
BSU30550	1.14
BSU28260	0.6417
BSU17380	1.0
BSU28250	0.5451
BSU28280	0.6064
BSU39370	0.7831
BSU36920	0.7856
BSU28290	0.6432
BSU04030	0.619
BSU06150	0.7939
BSU15910	1.08
BSU00930	1.09
BSU00380	0.9831
BSU08000	1.63
BSU15900	1.23
BSU24740	1.12
BSU25660	1.35
BSU03981	0.7529
BSU34660	0.9396
BSU01580	0.9124
BSU33390	0.9771
BSU25020	1.12
BSU33370	0.9836
BSU26600	1.13
BSU33380	0.9087
BSU22430	1.05
BSU26590	1.22
BSU24310	0.8019
BSU30790	0.848
BSU28430	0.9016
BSU32100	1.33
BSU28440	1.01
BSU28450	1.06
BSU16090	1.32
BSU32200	1.14
BSU16100	1.17
BSU03130	1.26
BSU38050	0.8497
BSU02750	0.8326
BSU01680	0.7809
BSU02760	0.9055
BSU09850	0.9795
BSU37110	0.8597
BSU11640	1.11
BSU35710	1.53
BSU35760	1.3
BSU22730	0.8956
BSU35720	0.9193
BSU27860	0.0
BSU35530	1.32
BSU38060	0.579
BSU35750	1.16
BSU35730	1.38
BSU37320	0.8285
BSU35690	1.47
BSU03330	0.7218
BSU35680	1.18
BSU30800	0.9593
BSU35590	0.8878
BSU03320	0.883
BSU35600	1.15
BSU03310	0.7081
BSU37280	0.8823
BSU35570	0.8902
BSU37260	0.8991
BSU35550	1.15
BSU37270	0.8431
BSU35540	1.17
BSU03290	0.5276
BSU35609	1.07
BSU03300	0.4935
BSU16990	1.12
BSU11250	0.4124
BSU21770	0.8759
BSU32250	0.4446
BSU17890	0.9531
BSU21820	1.2
BSU17680	1.12
BSU15550	0.0
BSU11650	0.9095
BSU40340	1.08
BSU15560	0.942
BSU18670	0.9696
BSU18480	1.19
BSU03270	0.7265
BSU22420	1.07
BSU15190	1.32
BSU34790	1.24
BSU32110	0.6962
BSU37660	0.9105
BSU07810	0.9185
BSU07800	0.8456
BSU22640	0.8633
BSU14860	0.9103
BSU22630	1.36
BSU14590	1.52
BSU14580	1.32
BSU14600	1.18
BSU15180	1.24
BSU39540	0.8558
BSU38860	0.701
BSU30870	0.0
BSU23070	0.8657
BSU33930	1.18
BSU15220	1.29
BSU15200	0.8094
BSU33910	0.9836
BSU16540	0.0
BSU29790	1.11
BSU15230	1.15
BSU35580	0.896
BSU04570	0.8765
BSU03280	0.6274
BSU28140	0.8076
BSU25420	0.9722
BSU10120	0.7706
BSU36890	0.9632
BSU03010	0.762
BSU38240	0.7286
BSU15480	1.63
BSU39360	0.7724
BSU36650	0.6144
BSU28130	0.7349
BSU36660	0.7303
BSU36640	0.7739
BSU30560	1.09
BSU23920	1.27
BSU18210	1.2
BSU23500	1.19
BSU22610	1.13
BSU27900	1.32
BSU10140	0.706
BSU18830	1.06
BSU06530	0.4506
BSU22650	0.9867
BSU06500	0.4632
BSU34860	0.4096
BSU06450	1.07
BSU22060	0.8667
BSU06470	0.6416
BSU22070	0.8433
BSU06480	0.9613
BSU17600	1.15
BSU17610	1.06
BSU34880	0.342
BSU06660	1.09
BSU30530	1.12
BSU19580	0.715
BSU00510	0.8878
