gene_id	value
BSU36850	0.7764
BSU07840	1.07
BSU16730	1.09
BSU16740	0.9003
BSU36830	0.8104
BSU36800	0.8033
BSU36820	0.8677
BSU36860	0.6955
BSU33310	0.8929
BSU36870	0.9005
BSU36880	1.4
BSU30820	1.19
BSU31060	0.8162
BSU39260	0.905
BSU06310	0.8158
BSU07490	1.12
BSU19350	0.6392
BSU39610	0.757
BSU38040	0.9486
BSU39380	0.7678
BSU02090	0.9091
BSU03040	0.6766
BSU18800	1.12
BSU38560	0.984
BSU40110	0.8854
BSU30200	1.02
BSU39860	0.8669
BSU38830	0.8212
BSU19310	1.48
BSU15730	1.72
BSU16670	1.52
BSU27200	1.24
BSU06170	0.8576
BSU08850	0.8824
BSU14400	0.9092
BSU24170	0.8536
BSU24340	1.01
BSU29200	1.14
BSU22440	1.26
BSU24350	0.9002
BSU13910	1.03
BSU13900	1.17
BSU27070	0.7165
BSU27040	0.8056
BSU27050	0.9292
BSU27060	0.7622
BSU15650	1.06
BSU08820	0.8352
BSU38630	0.0
BSU11210	0.5965
BSU11200	0.7479
BSU07920	1.04
BSU33170	0.9471
BSU33180	0.9299
BSU36010	1.01
BSU33160	1.05
BSU03930	1.01
BSU15510	1.12
BSU28310	0.4679
BSU11230	0.5719
BSU15520	0.9275
BSU29470	1.16
BSU11240	1.1
BSU36000	1.07
BSU24150	0.9833
BSU26650	0.9799
BSU18260	1.0
BSU16920	1.11
BSU04520	0.8039
BSU02270	1.05
BSU37170	0.8793
BSU18000	0.0
BSU11220	0.7003
BSU00500	1.46
BSU38580	0.7318
BSU29680	0.9961
BSU29710	1.0
BSU38590	0.8928
BSU29700	1.25
BSU38390	0.9372
BSU08070	0.8948
BSU29690	1.07
BSU08710	0.8279
BSU38570	0.7749
BSU08090	0.9029
BSU30240	1.01
BSU33710	1.09
BSU08060	1.1
BSU28120	0.8134
BSU33700	1.04
BSU08080	1.04
BSU35740	0.9999
BSU33720	1.07
BSU31050	0.6831
BSU30440	1.09
BSU30430	1.03
BSU30450	0.99
BSU22830	1.21
BSU22690	0.6651
BSU30410	0.7917
BSU30420	0.9719
BSU09300	0.9691
BSU22710	0.6563
BSU07610	0.8776
BSU13130	0.7544
BSU39060	0.7925
BSU26860	1.04
BSU00760	0.8904
BSU00740	0.7675
BSU00750	0.7661
BSU37240	0.9528
BSU14520	1.25
BSU25500	1.25
BSU01370	1.46
BSU31350	1.03
BSU36130	1.07
BSU36120	0.9281
BSU09440	0.811
BSU29140	1.02
BSU38710	0.9682
BSU14900	0.8334
BSU38200	0.0
BSU14910	0.7085
BSU14920	0.7605
BSU30300	0.948
BSU14890	0.6193
BSU38190	0.6423
BSU22540	0.7613
BSU22560	0.9478
BSU22550	0.836
BSU11880	0.8482
BSU27610	1.38
BSU38750	0.1754
BSU30710	0.9356
BSU30720	1.08
BSU06440	1.12
BSU38760	0.357
BSU38160	0.7815
BSU29020	1.03
BSU38140	1.05
BSU38170	0.7386
BSU38150	0.75
BSU06510	0.4358
BSU25300	1.09
BSU02230	0.9356
BSU27330	1.6
BSU30980	0.6161
BSU39410	0.7772
BSU01780	1.73
BSU40420	0.676
BSU32180	1.04
BSU18410	0.8714
BSU22890	1.69
BSU36900	0.5436
BSU35010	0.7805
BSU20250	0.8992
BSU40070	1.1
BSU03950	0.539
BSU19520	1.03
BSU30940	0.8024
BSU11190	0.7738
BSU08790	0.9204
BSU00730	0.4543
BSU30950	0.8185
BSU02460	0.0
BSU13890	1.2
BSU06520	0.4756
BSU12920	0.5285
BSU06420	1.49
BSU06430	1.04
BSU30960	0.851
BSU25310	1.02
BSU30970	0.9311
BSU17460	0.657
BSU14610	0.9393
BSU23380	0.7645
BSU19370	1.37
BSU19360	1.08
BSU27460	0.9956
BSU27430	0.9648
BSU18540	0.8096
BSU30210	0.8063
BSU27450	1.05
BSU25580	0.975
BSU27440	0.8556
BSU07570	0.9221
BSU22090	1.07
BSU09410	1.14
BSU22110	1.01
BSU12330	0.9976
BSU05740	0.9592
BSU13120	0.8844
BSU21870	0.5452
BSU18470	1.13
BSU32000	0.5256
BSU31930	0.8644
BSU31980	0.6124
BSU22490	1.64
BSU16770	0.9558
BSU31400	0.7998
BSU21810	0.9607
BSU28080	0.7427
BSU18120	0.9674
BSU15540	0.8986
BSU27810	0.8579
BSU09530	1.0
BSU15500	1.26
BSU39780	1.07
BSU23080	1.01
BSU22700	0.677
BSU26970	1.09
BSU12940	0.0
BSU27010	0.8592
BSU12950	0.5026
BSU12960	0.6578
BSU12930	0.8226
BSU22130	0.9927
BSU22140	1.13
BSU01530	0.7384
BSU25900	0.916
BSU24280	0.8092
BSU35620	1.25
BSU17410	1.1
BSU35920	1.13
BSU35940	0.8819
BSU35960	1.03
BSU22670	0.9742
BSU35950	1.04
BSU22680	1.16
BSU35930	1.05
BSU00280	0.9813
BSU06490	0.4355
BSU30220	0.8171
BSU37060	1.4
BSU26810	1.46
BSU39400	0.6696
BSU17660	1.37
BSU28390	1.24
BSU18450	0.5885
BSU15570	0.6066
BSU20020	1.24
BSU18440	0.5872
BSU28170	0.6806
BSU33400	1.63
BSU18220	0.9263
BSU29050	1.01
BSU00920	1.05
BSU02340	0.7914
BSU28800	0.7121
BSU22100	1.08
BSU39270	0.8419
BSU10220	1.1
BSU33900	0.7541
BSU39450	0.9266
BSU28740	0.7934
BSU28750	0.0
BSU28730	0.8729
BSU04340	2.06
BSU18250	1.07
BSU02140	1.02
BSU33960	0.9837
BSU28560	0.9657
BSU17000	0.9189
BSU10360	1.34
BSU37120	0.776
BSU34190	0.8063
BSU39670	1.02
BSU03060	0.1889
BSU29440	0.9213
BSU29450	0.8905
BSU40190	1.16
BSU10130	0.6784
BSU09280	1.61
BSU12160	1.08
BSU40330	1.13
BSU09290	1.76
BSU18570	0.8229
BSU06360	0.785
BSU40060	0.0
BSU37760	0.829
BSU27220	1.03
BSU33800	1.07
BSU21900	0.946
BSU01620	0.983
BSU33830	1.39
BSU01610	0.6955
BSU01630	0.6796
BSU03000	1.24
BSU02990	1.19
BSU33820	1.28
BSU00680	1.16
BSU33810	1.18
BSU02980	1.34
BSU08450	0.8925
BSU30070	1.23
BSU08460	0.6791
BSU08440	0.4437
BSU05340	1.16
BSU24160	1.07
BSU14870	0.7379
BSU33320	0.6181
BSU14880	0.6866
BSU36030	0.8476
BSU03800	1.06
BSU16750	0.5209
BSU23580	1.22
BSU07500	1.01
BSU39920	0.7591
BSU33290	0.6642
BSU24850	1.12
BSU03810	0.9795
BSU07510	1.2
BSU30540	1.54
BSU03820	0.9549
BSU22410	1.14
BSU03830	0.7056
BSU07520	0.7042
BSU07990	1.18
BSU33300	0.9799
BSU39350	0.7549
BSU15490	1.75
BSU03790	0.7764
BSU28470	0.6695
BSU16760	0.8881
BSU34910	0.8474
BSU31322	0.9394
BSU39390	0.8065
BSU27870	0.7483
BSU28510	0.8368
BSU02400	0.8469
BSU28720	0.8663
BSU28150	0.6175
BSU23570	1.01
BSU22370	1.09
BSU34920	0.8995
BSU36810	0.7174
BSU17150	0.8028
BSU18230	0.925
BSU36840	0.8756
BSU06970	0.931
BSU11710	0.9529
BSU38500	1.21
BSU13960	0.7594
BSU38530	1.14
BSU37780	0.7854
BSU38510	1.18
BSU38520	1.26
BSU00790	0.8723
BSU00270	0.9751
BSU32260	0.467
BSU32240	0.4914
BSU22600	0.4749
BSU02290	1.21
BSU10870	0.9104
BSU10020	0.6255
BSU22620	1.13
BSU34890	0.3184
BSU03990	0.8503
BSU35780	1.18
BSU04740	1.27
BSU31990	0.6025
BSU30830	1.33
BSU31970	0.4391
BSU30280	0.8347
BSU19630	1.72
BSU03070	0.7952
BSU34870	0.3878
BSU34900	0.7823
BSU22660	1.05
BSU30290	0.9026
BSU30270	1.06
BSU29600	1.27
BSU26700	0.9118
BSU26690	1.06
