gene_id	value
BSU26710	1.07
BSU27850	0.6765
BSU00090	0.7673
BSU24130	1.05
BSU39700	0.8299
BSU24140	1.03
BSU39720	0.7551
BSU23250	0.989
BSU28790	0.5312
BSU39750	0.8469
BSU39730	0.9312
BSU28780	0.8057
BSU04000	0.9275
BSU39740	0.7452
BSU29220	1.18
BSU39710	0.9451
BSU17390	0.9434
BSU28270	0.5027
BSU30550	1.16
BSU28260	0.4805
BSU17380	1.07
BSU28250	0.5532
BSU28280	0.4028
BSU39370	0.8047
BSU36920	0.9972
BSU28290	0.5509
BSU04030	0.9335
BSU06150	0.8914
BSU15910	1.24
BSU00930	1.12
BSU00380	1.08
BSU08000	1.78
BSU15900	1.22
BSU24740	1.09
BSU25660	1.29
BSU03981	0.8816
BSU34660	0.8412
BSU01580	1.02
BSU33390	0.8676
BSU25020	1.52
BSU33370	0.8863
BSU26600	1.06
BSU33380	0.8983
BSU22430	1.1
BSU26590	1.08
BSU24310	0.9183
BSU30790	0.9001
BSU28430	1.01
BSU32100	1.42
BSU28440	1.05
BSU28450	1.08
BSU16090	0.925
BSU32200	1.13
BSU16100	1.03
BSU03130	0.9824
BSU38050	1.04
BSU02750	0.9261
BSU01680	0.7839
BSU02760	0.9056
BSU09850	1.05
BSU37110	0.9301
BSU11640	1.33
BSU35710	1.54
BSU35760	1.45
BSU22730	1.01
BSU35720	0.0
BSU27860	0.5356
BSU35530	1.34
BSU38060	0.6976
BSU35750	1.3
BSU35730	1.79
BSU37320	1.03
BSU35690	1.43
BSU03330	0.7722
BSU35680	1.12
BSU30800	0.9928
BSU35590	0.9406
BSU03320	0.842
BSU35600	1.1
BSU03310	0.8784
BSU37280	1.14
BSU35570	0.9674
BSU37260	0.95
BSU35550	1.05
BSU37270	0.7854
BSU35540	1.08
BSU03290	0.5708
BSU35609	0.9369
BSU03300	0.4097
BSU16990	1.0
BSU11250	0.3938
BSU21770	0.7478
BSU32250	0.4595
BSU17890	1.06
BSU21820	1.28
BSU17680	1.31
BSU15550	0.8029
BSU11650	1.12
BSU40340	1.16
BSU15560	0.9046
BSU18670	1.04
BSU18480	1.11
BSU03270	0.8673
BSU22420	1.12
BSU15190	1.26
BSU34790	1.26
BSU32110	0.6658
BSU37660	0.8644
BSU07810	0.8744
BSU07800	0.8997
BSU22640	0.993
BSU14860	0.953
BSU22630	1.42
BSU14590	1.33
BSU14580	0.9844
BSU14600	1.01
BSU15180	1.27
BSU39540	0.8432
BSU38860	0.7492
BSU30870	0.9131
BSU23070	0.6587
BSU33930	0.915
BSU15220	1.5
BSU15200	1.01
BSU33910	1.01
BSU16540	1.34
BSU29790	1.17
BSU15230	1.22
BSU35580	1.03
BSU04570	1.06
BSU03280	0.5836
BSU28140	0.6471
BSU25420	0.9127
BSU10120	0.7301
BSU36890	0.9686
BSU03010	0.683
BSU38240	0.7381
BSU15480	1.77
BSU39360	0.9044
BSU36650	0.5367
BSU28130	0.6632
BSU36660	0.7558
BSU36640	0.6977
BSU30560	0.9715
BSU23920	1.27
BSU18210	1.19
BSU23500	1.09
BSU22610	1.19
BSU27900	1.04
BSU10140	0.9459
BSU18830	1.3
BSU06530	0.4595
BSU22650	0.9289
BSU06500	0.4462
BSU34860	0.3858
BSU06450	0.6444
BSU22060	0.8822
BSU06470	0.5614
BSU22070	0.7347
BSU06480	0.5594
BSU17600	1.29
BSU17610	1.14
BSU34880	0.3437
BSU06660	1.13
BSU30530	0.9719
BSU19580	0.6481
BSU00510	1.03
