gene_id	value
BSU10360	1.16
BSU37120	0.9259
BSU34190	0.9269
BSU39670	0.8595
BSU03060	0.1147
BSU29440	0.9455
BSU29450	0.8153
BSU40190	1.02
BSU10130	0.7332
BSU09280	1.39
BSU12160	1.06
BSU40330	1.21
BSU09290	1.98
BSU18570	0.7317
BSU06360	0.8208
BSU40060	0.9319
BSU37760	0.8454
BSU27220	0.9714
BSU33800	0.9803
BSU21900	0.9589
BSU01620	0.7457
BSU33830	1.14
BSU01610	0.6847
BSU01630	0.6091
BSU03000	1.3
BSU02990	1.28
BSU33820	1.28
BSU00680	1.25
BSU33810	1.19
BSU02980	1.84
BSU08450	0.7679
BSU30070	1.18
BSU08460	0.6849
BSU08440	0.4698
BSU05340	1.11
BSU24160	1.11
BSU14870	0.6335
BSU33320	0.0
BSU14880	0.6456
BSU36030	0.9034
BSU03800	0.886
BSU16750	0.5167
BSU23580	1.04
BSU07500	1.11
BSU39920	1.63
BSU33290	0.8364
BSU24850	1.12
BSU03810	1.03
BSU07510	0.9782
BSU30540	1.34
BSU03820	0.7829
BSU22410	1.07
BSU03830	0.7249
BSU07520	0.7776
BSU07990	0.9068
BSU33300	1.35
BSU39350	0.6048
BSU15490	1.6
BSU03790	0.8064
BSU28470	0.7585
BSU16760	0.9191
BSU34910	0.4343
BSU31322	0.0
BSU39390	1.57
BSU27870	0.7356
BSU28510	0.9977
BSU02400	0.8758
BSU28720	0.9831
BSU28150	0.6791
BSU23570	0.9
BSU22370	1.04
BSU34920	0.4413
BSU36810	0.8249
BSU17150	0.8668
BSU18230	0.8787
BSU36840	0.8285
BSU06970	0.7619
BSU11710	0.939
BSU38500	1.67
BSU13960	0.7934
BSU38530	0.0
BSU37780	0.8173
BSU38510	0.0
BSU38520	3.07
BSU00790	0.8896
BSU00270	1.07
BSU32260	0.7352
BSU32240	0.7728
BSU22600	0.5003
BSU02290	1.15
BSU10870	0.7771
BSU10020	0.55
BSU22620	1.04
BSU34890	0.3621
BSU03990	0.7337
BSU35780	1.06
BSU04740	1.18
BSU31990	0.5756
BSU30830	1.51
BSU31970	0.4031
BSU30280	0.0
BSU19630	1.52
BSU03070	0.8721
BSU34870	0.3728
BSU34900	0.35
BSU22660	0.884
BSU30290	0.9724
BSU30270	1.23
BSU29600	1.13
BSU26700	0.9076
BSU26690	1.15
BSU26710	1.21
BSU27850	0.7081
BSU00090	0.863
BSU24130	1.05
BSU39700	0.783
BSU24140	1.12
BSU39720	0.8089
BSU23250	1.02
BSU28790	0.9959
BSU39750	0.9152
BSU39730	0.9049
BSU28780	0.9028
BSU04000	0.8116
BSU39740	0.7854
BSU29220	1.19
BSU39710	0.8972
BSU17390	1.02
BSU28270	0.5579
BSU30550	1.28
BSU28260	0.641
BSU17380	0.9401
BSU28250	0.5582
BSU28280	0.5438
BSU39370	0.8506
BSU36920	0.953
BSU28290	0.573
BSU04030	0.7911
BSU06150	0.8685
BSU15910	1.27
BSU00930	1.09
BSU00380	0.9057
BSU08000	1.73
BSU15900	1.28
BSU24740	1.14
BSU25660	1.31
BSU03981	0.8106
BSU34660	0.8489
BSU01580	0.9965
BSU33390	0.0
BSU25020	1.23
BSU33370	0.0
BSU26600	0.9038
BSU33380	1.17
BSU22430	1.04
BSU26590	1.15
BSU24310	0.9135
BSU30790	0.9282
BSU28430	1.02
BSU32100	1.25
BSU28440	1.06
BSU28450	1.13
BSU16090	1.28
BSU32200	2.05
BSU16100	1.24
BSU03130	0.9072
BSU38050	0.8002
BSU02750	0.834
BSU01680	0.7327
BSU02760	0.9359
BSU09850	1.11
BSU37110	0.8329
BSU11640	1.25
BSU35710	1.42
BSU35760	1.35
BSU22730	1.17
BSU35720	0.0
BSU27860	0.6047
BSU35530	1.81
BSU38060	0.6405
BSU35750	1.27
BSU35730	1.46
BSU37320	0.9567
BSU35690	1.52
BSU03330	0.8806
BSU35680	1.0
BSU30800	0.9041
BSU35590	0.9019
BSU03320	0.7313
BSU35600	0.9811
BSU03310	0.7737
BSU37280	0.9299
BSU35570	0.8938
BSU37260	0.8748
BSU35550	1.64
BSU37270	0.9179
BSU35540	0.0
BSU03290	0.4709
BSU35609	0.9624
BSU03300	0.5139
BSU16990	0.9211
BSU11250	0.4146
BSU21770	0.6411
BSU32250	0.495
BSU17890	1.08
BSU21820	1.05
BSU17680	1.06
BSU15550	0.9014
BSU11650	1.09
BSU40340	1.02
BSU15560	0.89
BSU18670	0.9594
BSU18480	1.19
BSU03270	0.7673
BSU22420	1.09
BSU15190	1.3
BSU34790	1.06
BSU32110	0.7366
BSU37660	0.9287
BSU07810	0.0
BSU07800	0.8618
BSU22640	0.8114
BSU14860	0.9085
BSU22630	1.33
BSU14590	1.25
BSU14580	1.11
BSU14600	1.03
BSU15180	1.24
BSU39540	0.0
BSU38860	0.6815
BSU30870	0.8422
BSU23070	0.7799
BSU33930	0.8692
BSU15220	1.32
BSU15200	0.0
BSU33910	0.9108
BSU16540	1.26
BSU29790	1.19
BSU15230	1.3
BSU35580	0.9039
BSU04570	1.02
BSU03280	0.7206
BSU28140	0.8174
BSU25420	0.9187
BSU10120	0.71
BSU36890	0.9641
BSU03010	0.9232
BSU38240	0.7964
BSU15480	1.73
BSU39360	0.8056
BSU36650	0.5805
BSU28130	0.6704
BSU36660	0.7231
BSU36640	0.7472
BSU30560	0.9759
BSU23920	1.2
BSU18210	1.06
BSU23500	1.21
BSU22610	1.08
BSU27900	1.11
BSU10140	0.7283
BSU18830	1.01
BSU06530	0.4814
BSU22650	0.9891
BSU06500	0.5072
BSU34860	0.356
BSU06450	0.7915
BSU22060	1.09
BSU06470	0.5593
BSU22070	0.7564
BSU06480	0.6914
BSU17600	0.9772
BSU17610	1.14
BSU34880	0.3318
BSU06660	1.06
BSU30530	1.15
BSU19580	0.578
BSU00510	0.9736
