gene_id	value
BSU36850	0.8231
BSU07840	0.9831
BSU16730	0.9524
BSU16740	0.9332
BSU36830	0.8188
BSU36800	0.7787
BSU36820	0.85
BSU36860	0.6924
BSU33310	1.04
BSU36870	0.9133
BSU36880	1.33
BSU30820	1.14
BSU31060	0.8442
BSU39260	0.998
BSU06310	0.7167
BSU07490	0.9603
BSU19350	0.532
BSU39610	0.0
BSU38040	0.9897
BSU39380	0.7436
BSU02090	0.8638
BSU03040	0.6028
BSU18800	1.01
BSU38560	1.49
BSU40110	0.8947
BSU30200	1.28
BSU39860	0.8036
BSU38830	0.8681
BSU19310	1.4
BSU15730	1.58
BSU16670	1.41
BSU27200	1.54
BSU06170	0.882
BSU08850	0.8467
BSU14400	0.8912
BSU24170	0.0
BSU24340	1.04
BSU29200	1.82
BSU22440	1.45
BSU24350	0.8928
BSU13910	0.0
BSU13900	0.992
BSU27070	0.8101
BSU27040	1.03
BSU27050	0.9242
BSU27060	0.9667
BSU15650	0.9312
BSU08820	0.9018
BSU38630	0.0
BSU11210	0.7193
BSU11200	0.6627
BSU07920	0.919
BSU33170	1.07
BSU33180	0.9767
BSU36010	1.01
BSU33160	0.9276
BSU03930	0.9458
BSU15510	1.06
BSU28310	0.5345
BSU11230	0.6196
BSU15520	0.8833
BSU29470	1.11
BSU11240	0.0
BSU36000	0.9669
BSU24150	0.9776
BSU26650	0.9758
BSU18260	0.8906
BSU16920	1.08
BSU04520	0.8009
BSU02270	1.02
BSU37170	0.8932
BSU18000	0.0
BSU11220	0.6988
BSU00500	1.5
BSU38580	1.75
BSU29680	1.08
BSU29710	1.0
BSU38590	0.0
BSU29700	1.29
BSU38390	0.9574
BSU08070	0.8337
BSU29690	0.9899
BSU08710	0.898
BSU38570	0.0
BSU08090	0.7806
BSU30240	1.34
BSU33710	1.06
BSU08060	1.09
BSU28120	1.07
BSU33700	0.0
BSU08080	0.9205
BSU35740	1.01
BSU33720	1.05
BSU31050	0.7059
BSU30440	1.01
BSU30430	0.9916
BSU30450	0.9955
BSU22830	1.06
BSU22690	0.7545
BSU30410	0.8283
BSU30420	0.9233
BSU09300	0.9178
BSU22710	0.674
BSU07610	0.742
BSU13130	0.8046
BSU39060	0.7656
BSU26860	1.0
BSU00760	0.85
BSU00740	0.6701
BSU00750	0.8584
BSU37240	0.9197
BSU14520	1.29
BSU25500	1.2
BSU01370	1.33
BSU31350	1.25
BSU36130	0.9188
BSU36120	0.9014
BSU09440	0.802
BSU29140	1.03
BSU38710	0.0
BSU14900	0.7624
BSU38200	0.0
BSU14910	0.6312
BSU14920	0.7104
BSU30300	0.0
BSU14890	0.6201
BSU38190	0.0
BSU22540	0.8801
BSU22560	0.8727
BSU22550	0.908
BSU11880	0.8222
BSU27610	1.17
BSU38750	0.1639
BSU30710	0.8551
BSU30720	0.9348
BSU06440	0.9451
BSU38760	0.3197
BSU38160	0.7664
BSU29020	1.02
BSU38140	0.825
BSU38170	0.7072
BSU38150	0.7668
BSU06510	0.4923
BSU25300	1.27
BSU02230	0.8744
BSU27330	1.78
BSU30980	0.6348
BSU39410	1.29
BSU01780	1.66
BSU40420	0.8775
BSU32180	1.02
BSU18410	0.8756
BSU22890	1.56
BSU36900	0.5373
BSU35010	0.8241
BSU20250	0.0
BSU40070	1.08
BSU03950	0.4435
BSU19520	1.01
BSU30940	1.43
BSU11190	0.8562
BSU08790	0.9046
BSU00730	0.4741
BSU30950	0.786
BSU02460	0.0
BSU13890	1.4
BSU06520	0.4548
BSU12920	0.434
BSU06420	1.38
BSU06430	1.39
BSU30960	0.8431
BSU25310	0.0
BSU30970	0.8448
BSU17460	0.6638
BSU14610	1.07
BSU23380	0.8975
BSU19370	1.32
BSU19360	0.9432
BSU27460	0.9997
BSU27430	0.9114
BSU18540	0.775
BSU30210	0.9547
BSU27450	1.06
BSU25580	0.9524
BSU27440	0.9221
BSU07570	1.09
BSU22090	0.9548
BSU09410	0.934
BSU22110	0.9698
BSU12330	0.7293
BSU05740	0.8373
BSU13120	0.8593
BSU21870	0.5334
BSU18470	1.04
BSU32000	0.5416
BSU31930	0.8183
BSU31980	0.5863
BSU22490	1.69
BSU16770	0.9548
BSU31400	0.0
BSU21810	1.0
BSU28080	0.932
BSU18120	1.13
BSU15540	0.9121
BSU27810	0.9403
BSU09530	1.05
BSU15500	1.29
BSU39780	0.9789
BSU23080	1.23
BSU22700	0.7005
BSU26970	0.9574
BSU12940	0.0
BSU27010	1.01
BSU12950	0.5387
BSU12960	0.6302
BSU12930	0.9201
BSU22130	1.0
BSU22140	1.2
BSU01530	0.7323
BSU25900	1.06
BSU24280	0.9154
BSU35620	1.25
BSU17410	1.09
BSU35920	1.02
BSU35940	0.8856
BSU35960	0.9417
BSU22670	1.06
BSU35950	1.01
BSU22680	1.1
BSU35930	0.9029
BSU00280	0.9483
BSU06490	0.4432
BSU30220	1.4
BSU37060	1.24
BSU26810	1.28
BSU39400	0.6821
BSU17660	1.09
BSU28390	1.27
BSU18450	0.627
BSU15570	0.6627
BSU20020	1.16
BSU18440	0.6126
BSU28170	0.6596
BSU33400	2.18
BSU18220	0.8754
BSU29050	1.22
BSU00920	0.9897
BSU02340	0.9632
BSU28800	0.7687
BSU22100	1.11
BSU39270	0.8482
BSU10220	0.9688
BSU33900	0.8643
BSU39450	0.9113
BSU28740	0.884
BSU28750	0.7939
BSU28730	0.8
BSU04340	1.74
BSU18250	1.07
BSU02140	0.9653
BSU33960	0.8247
BSU28560	0.9154
BSU17000	0.9349
