gene_id	value
BSU36850	0.6236
BSU07840	1.08
BSU16730	1.13
BSU16740	0.8979
BSU36830	0.7011
BSU36800	0.8694
BSU36820	0.7376
BSU36860	0.7734
BSU33310	0.8441
BSU36870	0.8419
BSU36880	1.13
BSU30820	1.29
BSU31060	0.8099
BSU39260	0.8763
BSU06310	0.7502
BSU07490	1.01
BSU19350	0.5931
BSU39610	0.8445
BSU38040	0.8876
BSU39380	1.1
BSU02090	0.834
BSU03040	0.9826
BSU18800	0.9745
BSU38560	1.17
BSU40110	0.7998
BSU30200	1.08
BSU39860	0.9436
BSU38830	0.8276
BSU19310	0.979
BSU15730	1.06
BSU16670	1.26
BSU27200	1.26
BSU06170	0.9165
BSU08850	0.6949
BSU14400	0.8491
BSU24170	0.0
BSU24340	0.9003
BSU29200	1.11
BSU22440	1.12
BSU24350	0.9624
BSU13910	0.8633
BSU13900	1.12
BSU27070	1.04
BSU27040	0.8896
BSU27050	0.8792
BSU27060	0.7715
BSU15650	1.04
BSU08820	0.8244
BSU38630	0.7178
BSU11210	0.0
BSU11200	0.5199
BSU07920	0.9534
BSU33170	0.9244
BSU33180	1.16
BSU36010	0.9249
BSU33160	0.9921
BSU03930	1.03
BSU15510	0.9207
BSU28310	0.4993
BSU11230	0.0
BSU15520	1.03
BSU29470	0.9971
BSU11240	0.0
BSU36000	1.06
BSU24150	1.14
BSU26650	0.9839
BSU18260	0.9889
BSU16920	1.2
BSU04520	1.16
BSU02270	1.26
BSU37170	0.0
BSU18000	0.8789
BSU11220	0.5448
BSU00500	1.12
BSU38580	1.11
BSU29680	0.0
BSU29710	0.0
BSU38590	0.7085
BSU29700	1.14
BSU38390	0.7965
BSU08070	1.06
BSU29690	1.14
BSU08710	1.04
BSU38570	0.613
BSU08090	1.02
BSU30240	1.07
BSU33710	1.23
BSU08060	0.9732
BSU28120	0.9821
BSU33700	1.01
BSU08080	0.9225
BSU35740	0.8487
BSU33720	1.11
BSU31050	0.9303
BSU30440	0.9695
BSU30430	1.08
BSU30450	1.2
BSU22830	1.02
BSU22690	0.6061
BSU30410	0.9571
BSU30420	0.8996
BSU09300	1.22
BSU22710	0.617
BSU07610	1.01
BSU13130	0.8348
BSU39060	0.9693
BSU26860	0.0
BSU00760	1.03
BSU00740	1.01
BSU00750	0.97
BSU37240	0.8391
BSU14520	1.07
BSU25500	1.47
BSU01370	1.04
BSU31350	0.9726
BSU36130	0.0
BSU36120	1.01
BSU09440	0.9671
BSU29140	1.24
BSU38710	0.8508
BSU14900	0.7276
BSU38200	0.9655
BSU14910	0.7331
BSU14920	0.7345
BSU30300	1.04
BSU14890	0.7547
BSU38190	0.7468
BSU22540	0.7978
BSU22560	0.9635
BSU22550	1.07
BSU11880	0.6861
BSU27610	1.21
BSU38750	0.7987
BSU30710	1.02
BSU30720	0.9636
BSU06440	0.8888
BSU38760	0.956
BSU38160	0.0
BSU29020	1.04
BSU38140	0.7602
BSU38170	0.7852
BSU38150	0.7815
BSU06510	0.7556
BSU25300	1.16
BSU02230	0.9437
BSU27330	1.61
BSU30980	0.6823
BSU39410	0.8636
BSU01780	1.78
BSU40420	1.2
BSU32180	1.32
BSU18410	0.7758
BSU22890	1.4
BSU36900	0.6812
BSU35010	0.7312
BSU20250	1.03
BSU40070	0.9946
BSU03950	0.7203
BSU19520	0.9453
BSU30940	0.9947
BSU11190	0.0
BSU08790	0.9535
BSU00730	1.12
BSU30950	0.9353
BSU02460	1.0
BSU13890	1.31
BSU06520	0.5276
BSU12920	0.5801
BSU06420	1.21
BSU06430	1.02
BSU30960	0.0
BSU25310	0.9729
BSU30970	1.04
BSU17460	0.8499
BSU14610	1.27
BSU23380	0.8351
BSU19370	1.46
BSU19360	1.01
BSU27460	1.13
BSU27430	0.9304
BSU18540	0.624
BSU30210	1.18
BSU27450	0.9844
BSU25580	0.9938
BSU27440	1.11
BSU07570	0.9835
BSU22090	0.9827
BSU09410	1.02
BSU22110	1.02
BSU12330	0.8597
BSU05740	1.09
BSU13120	1.06
BSU21870	0.0
BSU18470	0.8412
BSU32000	0.564
BSU31930	1.16
BSU31980	0.6263
BSU22490	1.52
BSU16770	0.9109
BSU31400	0.9041
BSU21810	1.01
BSU28080	0.8486
BSU18120	0.8539
BSU15540	1.04
BSU27810	0.9365
BSU09530	0.9956
BSU15500	0.8924
BSU39780	0.9889
BSU23080	1.05
BSU22700	0.6754
BSU26970	0.0
BSU12940	0.7863
BSU27010	1.0
BSU12950	0.573
BSU12960	0.6618
BSU12930	0.8521
BSU22130	1.1
BSU22140	0.9856
BSU01530	0.8601
BSU25900	1.24
BSU24280	0.8686
BSU35620	0.9266
BSU17410	0.824
BSU35920	1.11
BSU35940	1.14
BSU35960	1.1
BSU22670	0.8536
BSU35950	1.02
BSU22680	0.9679
BSU35930	0.9694
BSU00280	1.19
BSU06490	0.6556
BSU30220	0.8496
BSU37060	1.21
BSU26810	1.41
BSU39400	0.9384
BSU17660	1.22
BSU28390	1.06
BSU18450	0.5268
BSU15570	0.9147
BSU20020	0.0
BSU18440	0.5695
BSU28170	0.9585
BSU33400	1.66
BSU18220	0.9998
BSU29050	1.18
BSU00920	1.06
BSU02340	1.03
BSU28800	0.6893
BSU22100	1.03
BSU39270	0.0
BSU10220	0.9968
BSU33900	0.7823
BSU39450	0.9978
BSU28740	0.8011
BSU28750	1.02
BSU28730	0.9909
BSU04340	1.55
BSU18250	1.1
BSU02140	0.934
BSU33960	0.0
BSU28560	1.04
BSU17000	1.08
BSU10360	1.15
BSU37120	0.7486
BSU34190	0.9079
BSU39670	0.9873
BSU03060	0.8385
BSU29440	0.9553
BSU29450	0.7179
BSU40190	0.0
BSU10130	0.0
BSU09280	1.35
BSU12160	1.3
