gene_id	value
BSU40330	0.8704
BSU09290	1.56
BSU18570	0.7647
BSU06360	0.7272
BSU40060	1.09
BSU37760	0.7591
BSU27220	0.9526
BSU33800	1.07
BSU21900	0.9547
BSU01620	1.17
BSU33830	1.31
BSU01610	0.9796
BSU01630	0.7017
BSU03000	1.06
BSU02990	1.22
BSU33820	1.07
BSU00680	0.8521
BSU33810	1.3
BSU02980	1.1
BSU08450	0.9453
BSU30070	1.21
BSU08460	0.5668
BSU08440	0.3773
BSU05340	1.62
BSU24160	1.0
BSU14870	0.8386
BSU33320	0.7085
BSU14880	0.7485
BSU36030	0.9544
BSU03800	1.08
BSU16750	0.5967
BSU23580	1.01
BSU07500	0.9179
BSU39920	0.9024
BSU33290	0.7763
BSU24850	1.12
BSU03810	0.8533
BSU07510	1.02
BSU30540	1.57
BSU03820	0.9283
BSU22410	1.05
BSU03830	0.7037
BSU07520	0.6798
BSU07990	1.28
BSU33300	0.9807
BSU39350	1.01
BSU15490	1.05
BSU03790	0.786
BSU28470	0.8617
BSU16760	0.8161
BSU34910	0.5562
BSU31322	1.04
BSU39390	0.9114
BSU27870	0.6045
BSU28510	0.941
BSU02400	0.7988
BSU28720	0.8386
BSU28150	1.06
BSU23570	1.04
BSU22370	1.03
BSU34920	0.5238
BSU36810	0.7638
BSU17150	0.7322
BSU18230	1.2
BSU36840	0.7545
BSU06970	0.9708
BSU11710	0.8443
BSU38500	1.25
BSU13960	0.8259
BSU38530	1.07
BSU37780	0.757
BSU38510	0.9065
BSU38520	1.3
BSU00790	0.8515
BSU00270	1.12
BSU32260	0.5251
BSU32240	0.5407
BSU22600	0.0
BSU02290	0.9138
BSU10870	1.15
BSU10020	0.6554
BSU22620	0.7544
BSU34890	0.3968
BSU03990	0.8558
BSU35780	1.19
BSU04740	1.53
BSU31990	0.0
BSU30830	1.32
BSU31970	0.0
BSU30280	0.9863
BSU19630	1.51
BSU03070	0.8619
BSU34870	0.5042
BSU34900	0.5767
BSU22660	0.9039
BSU30290	1.05
BSU30270	1.23
BSU29600	1.21
BSU26700	1.05
BSU26690	1.01
BSU26710	0.9124
BSU27850	0.676
BSU00090	0.7608
BSU24130	1.19
BSU39700	1.2
BSU24140	1.02
BSU39720	1.17
BSU23250	1.07
BSU28790	1.11
BSU39750	0.9419
BSU39730	0.9516
BSU28780	0.8948
BSU04000	0.7443
BSU39740	1.1
BSU29220	1.23
BSU39710	0.9982
BSU17390	0.7234
BSU28270	0.5548
BSU30550	1.09
BSU28260	0.5396
BSU17380	0.9414
BSU28250	0.6525
BSU28280	0.4689
BSU39370	0.8129
BSU36920	0.9428
BSU28290	0.6286
BSU04030	0.9412
BSU06150	0.9711
BSU15910	1.06
BSU00930	0.9579
BSU00380	0.9953
BSU08000	1.75
BSU15900	1.4
BSU24740	0.7854
BSU25660	1.1
BSU03981	0.5423
BSU34660	0.9647
BSU01580	1.21
BSU33390	0.908
BSU25020	0.0
BSU33370	0.9759
BSU26600	1.22
BSU33380	1.11
BSU22430	1.03
BSU26590	1.05
BSU24310	1.0
BSU30790	0.8531
BSU28430	0.9392
BSU32100	0.0
BSU28440	1.39
BSU28450	1.02
BSU16090	0.9599
BSU32200	1.2
BSU16100	0.9662
BSU03130	1.02
BSU38050	1.05
BSU02750	1.1
BSU01680	0.9337
BSU02760	0.9482
BSU09850	1.08
BSU37110	0.8314
BSU11640	1.6
BSU35710	1.17
BSU35760	1.23
BSU22730	0.8655
BSU35720	0.911
BSU27860	0.715
BSU35530	1.19
BSU38060	0.8724
BSU35750	1.09
BSU35730	1.19
BSU37320	0.0
BSU35690	1.12
BSU03330	0.6817
BSU35680	1.08
BSU30800	1.1
BSU35590	1.12
BSU03320	0.9744
BSU35600	0.9847
BSU03310	0.7947
BSU37280	0.0
BSU35570	0.9855
BSU37260	0.0
BSU35550	0.9691
BSU37270	0.9034
BSU35540	1.03
BSU03290	0.6537
BSU35609	1.02
BSU03300	0.6806
BSU16990	1.04
BSU11250	0.4479
BSU21770	0.8235
BSU32250	0.5644
BSU17890	1.05
BSU21820	1.04
BSU17680	1.16
BSU15550	0.9878
BSU11650	0.9927
BSU40340	0.0
BSU15560	1.21
BSU18670	0.9401
BSU18480	1.07
BSU03270	0.8752
BSU22420	0.9975
BSU15190	1.05
BSU34790	1.03
BSU32110	0.5298
BSU37660	0.9617
BSU07810	0.8826
BSU07800	1.05
BSU22640	0.8663
BSU14860	0.9036
BSU22630	1.01
BSU14590	1.17
BSU14580	1.03
BSU14600	0.9699
BSU15180	1.59
BSU39540	1.18
BSU38860	0.7441
BSU30870	1.02
BSU23070	0.8845
BSU33930	1.33
BSU15220	1.46
BSU15200	0.9885
BSU33910	0.7737
BSU16540	0.9664
BSU29790	0.9879
BSU15230	1.19
BSU35580	0.8741
BSU04570	0.9885
BSU03280	0.7714
BSU28140	0.8568
BSU25420	1.13
BSU10120	1.17
BSU36890	0.797
BSU03010	0.9699
BSU38240	0.0
BSU15480	0.9724
BSU39360	0.9327
BSU36650	0.8102
BSU28130	0.9769
BSU36660	0.7548
BSU36640	0.8662
BSU30560	1.22
BSU23920	1.34
BSU18210	1.39
BSU23500	1.1
BSU22610	0.9481
BSU27900	1.24
BSU10140	1.02
BSU18830	1.04
BSU06530	0.6258
BSU22650	0.9291
BSU06500	0.5825
BSU34860	0.4289
BSU06450	0.8489
BSU22060	0.8581
BSU06470	0.6716
BSU22070	0.9054
BSU06480	0.8544
BSU17600	1.03
BSU17610	1.0
BSU34880	0.3625
BSU06660	1.21
BSU30530	1.19
BSU19580	0.6227
BSU00510	0.9893
