gene_id	value
BSU20020	0.0
BSU18440	0.197
BSU28170	1.6
BSU33400	0.9258
BSU18220	1.02
BSU29050	0.9929
BSU00920	1.11
BSU02340	1.11
BSU28800	0.6451
BSU22100	0.8886
BSU39270	0.8726
BSU10220	0.8213
BSU33900	0.7656
BSU39450	0.944
BSU28740	0.8927
BSU28750	1.03
BSU28730	0.9801
BSU04340	1.13
BSU18250	0.7677
BSU02140	0.8227
BSU33960	0.0
BSU28560	0.8895
BSU17000	1.22
BSU10360	1.07
BSU37120	0.6327
BSU34190	0.7502
BSU39670	1.06
BSU03060	1.03
BSU29440	0.5659
BSU29450	0.2589
BSU40190	0.0
BSU10130	0.0
BSU09280	0.932
BSU12160	1.29
BSU40330	0.864
BSU09290	0.7669
BSU18570	0.4792
BSU06360	0.6413
BSU40060	1.22
BSU37760	0.7151
BSU27220	0.9979
BSU33800	1.09
BSU21900	0.5732
BSU01620	1.41
BSU33830	0.9743
BSU01610	1.36
BSU01630	0.8395
BSU03000	1.23
BSU02990	1.29
BSU33820	0.8644
BSU00680	1.03
BSU33810	0.8964
BSU02980	1.54
BSU08450	0.8236
BSU30070	1.26
BSU08460	0.4421
BSU08440	0.2405
BSU05340	1.73
BSU24160	1.02
BSU14870	0.8851
BSU33320	0.58
BSU14880	0.8243
BSU36030	1.12
BSU03800	1.5
BSU16750	0.272
BSU23580	1.04
BSU07500	0.7229
BSU39920	0.6778
BSU33290	0.7932
BSU24850	0.9123
BSU03810	0.8392
BSU07510	0.959
BSU30540	1.95
BSU03820	0.8327
BSU22410	1.01
BSU03830	0.4607
BSU07520	0.4263
BSU07990	1.13
BSU33300	1.0
BSU39350	1.01
BSU15490	1.3
BSU03790	0.6467
BSU28470	0.677
BSU16760	0.5479
BSU34910	0.6684
BSU31322	1.11
BSU39390	1.03
BSU27870	0.5632
BSU28510	0.8809
BSU02400	0.5444
BSU28720	0.9108
BSU28150	1.45
BSU23570	1.04
BSU22370	0.7205
BSU34920	0.68
BSU36810	0.8152
BSU17150	0.4347
BSU18230	1.23
BSU36840	0.6158
BSU06970	1.16
BSU11710	0.5995
BSU38500	1.57
BSU13960	0.3135
BSU38530	1.55
BSU37780	0.7668
BSU38510	1.1
BSU38520	1.81
BSU00790	0.9585
BSU00270	1.53
BSU32260	0.1731
BSU32240	0.194
BSU22600	0.0
BSU02290	1.65
BSU10870	1.12
BSU10020	0.5083
BSU22620	0.6876
BSU34890	0.5918
BSU03990	0.9146
BSU35780	1.45
BSU04740	1.33
BSU31990	0.0
BSU30830	1.41
BSU31970	0.0
BSU30280	0.8666
BSU19630	0.8521
BSU03070	1.11
BSU34870	0.7629
BSU34900	0.6862
BSU22660	0.9538
BSU30290	1.01
BSU30270	0.8442
BSU29600	2.02
BSU26700	1.04
BSU26690	0.8066
BSU26710	0.873
BSU27850	0.5311
BSU00090	1.07
BSU24130	0.9419
BSU39700	1.09
BSU24140	0.9499
BSU39720	1.19
BSU23250	0.8105
BSU28790	0.9306
BSU39750	1.06
BSU39730	1.03
BSU28780	0.9008
BSU04000	0.7283
BSU39740	1.15
BSU29220	1.18
BSU39710	1.01
BSU17390	0.9008
BSU28270	0.1154
BSU30550	1.34
BSU28260	0.0554
BSU17380	1.16
BSU28250	0.2192
BSU28280	0.06871
BSU39370	0.8501
BSU36920	1.09
BSU28290	0.0724
BSU04030	1.08
BSU06150	0.8798
BSU15910	1.05
BSU00930	0.7617
BSU00380	1.09
BSU08000	1.43
BSU15900	1.24
BSU24740	1.34
BSU25660	1.42
BSU03981	0.5924
BSU34660	1.28
BSU01580	2.1
BSU33390	1.15
BSU25020	0.9021
BSU33370	1.25
BSU26600	1.41
BSU33380	1.22
BSU22430	1.07
BSU26590	1.6
BSU24310	1.25
BSU30790	0.8156
BSU28430	0.7403
BSU32100	0.4404
BSU28440	0.8476
BSU28450	0.7316
BSU16090	0.5427
BSU32200	0.9961
BSU16100	0.4975
BSU03130	0.8948
BSU38050	1.01
BSU02750	1.35
BSU01680	1.36
BSU02760	1.17
BSU09850	1.13
BSU37110	0.6981
BSU11640	1.08
BSU35710	1.7
BSU35760	1.22
BSU22730	0.6334
BSU35720	1.01
BSU27860	0.618
BSU35530	1.53
BSU38060	0.8026
BSU35750	1.19
BSU35730	1.07
BSU37320	0.0
BSU35690	1.36
BSU03330	0.9444
BSU35680	1.23
BSU30800	0.9353
BSU35590	1.44
BSU03320	1.15
BSU35600	1.14
BSU03310	1.02
BSU37280	0.0
BSU35570	1.46
BSU37260	0.0
BSU35550	1.57
BSU37270	0.8749
BSU35540	1.56
BSU03290	0.9626
BSU35609	1.54
BSU03300	0.8775
BSU16990	1.26
BSU11250	0.1286
BSU21770	0.4495
BSU32250	0.1959
BSU17890	0.8917
BSU21820	0.8641
BSU17680	0.9804
BSU15550	1.04
BSU11650	0.6962
BSU40340	0.0
BSU15560	1.13
BSU18670	0.9229
BSU18480	1.08
BSU03270	1.06
BSU22420	0.9854
BSU15190	1.14
BSU34790	0.9579
BSU32110	0.3741
BSU37660	0.6539
BSU07810	0.9423
BSU07800	1.28
BSU22640	0.9254
BSU14860	0.7297
BSU22630	1.02
BSU14590	0.8292
BSU14580	0.7717
BSU14600	0.6898
BSU15180	1.4
BSU39540	0.8383
BSU38860	0.8119
BSU30870	1.06
BSU23070	0.6112
BSU33930	0.9313
BSU15220	1.76
BSU15200	1.1
BSU33910	0.8634
BSU16540	0.8578
BSU29790	0.9199
BSU15230	1.39
BSU35580	0.9721
BSU04570	1.13
BSU03280	1.11
BSU28140	1.32
BSU25420	1.26
BSU10120	0.9154
BSU36890	0.7637
BSU03010	1.08
BSU38240	0.0
BSU15480	1.47
BSU39360	1.08
BSU36650	0.911
BSU28130	1.41
BSU36660	0.7013
BSU36640	0.9426
BSU30560	1.59
BSU23920	1.22
BSU18210	1.46
BSU23500	0.9537
BSU22610	0.7251
BSU27900	1.31
BSU10140	0.8962
BSU18830	1.07
BSU06530	1.56
BSU22650	0.8954
BSU06500	1.68
BSU34860	0.6268
BSU06450	1.51
BSU22060	1.29
BSU06470	1.19
BSU22070	1.21
BSU06480	1.34
BSU17600	1.19
BSU17610	1.09
BSU34880	0.5803
BSU06660	1.47
BSU30530	1.26
BSU19580	0.2049
BSU00510	1.0
