gene_id	value
BSU36850	0.5863
BSU07840	0.0
BSU16730	1.05
BSU16740	0.8349
BSU36830	0.7063
BSU36800	0.7119
BSU36820	0.6878
BSU36860	0.7211
BSU33310	0.864
BSU36870	0.6879
BSU36880	1.21
BSU30820	1.36
BSU31060	0.8548
BSU39260	0.8174
BSU06310	0.7103
BSU07490	0.8802
BSU19350	0.4706
BSU39610	0.7799
BSU38040	0.6739
BSU39380	1.24
BSU02090	0.9614
BSU03040	1.28
BSU18800	0.7683
BSU38560	1.52
BSU40110	2.56
BSU30200	0.5815
BSU39860	0.971
BSU38830	0.8838
BSU19310	1.06
BSU15730	1.12
BSU16670	1.05
BSU27200	1.25
BSU06170	0.57
BSU08850	0.4868
BSU14400	1.01
BSU24170	0.0
BSU24340	0.6682
BSU29200	1.28
BSU22440	0.921
BSU24350	0.6765
BSU13910	1.54
BSU13900	1.1
BSU27070	0.905
BSU27040	0.6402
BSU27050	0.7122
BSU27060	0.5018
BSU15650	1.02
BSU08820	5.49
BSU38630	0.7117
BSU11210	0.0
BSU11200	0.1076
BSU07920	1.06
BSU33170	0.8793
BSU33180	1.03
BSU36010	0.976
BSU33160	1.02
BSU03930	0.9442
BSU15510	0.8448
BSU28310	0.09457
BSU11230	0.0
BSU15520	1.04
BSU29470	0.6608
BSU11240	0.0
BSU36000	1.17
BSU24150	1.1
BSU26650	1.27
BSU18260	1.02
BSU16920	1.32
BSU04520	1.07
BSU02270	1.67
BSU37170	0.0
BSU18000	0.8714
BSU11220	0.1144
BSU00500	1.31
BSU38580	1.42
BSU29680	0.0
BSU29710	0.0
BSU38590	0.6363
BSU29700	1.13
BSU38390	0.7112
BSU08070	1.2
BSU29690	0.8352
BSU08710	1.06
BSU38570	0.4658
BSU08090	1.27
BSU30240	0.9524
BSU33710	0.8083
BSU08060	1.14
BSU28120	1.2
BSU33700	0.879
BSU08080	1.02
BSU35740	0.7428
BSU33720	1.01
BSU31050	0.9734
BSU30440	1.45
BSU30430	1.37
BSU30450	1.35
BSU22830	1.26
BSU22690	0.4744
BSU30410	1.1
BSU30420	1.24
BSU09300	0.7248
BSU22710	0.571
BSU07610	1.15
BSU13130	0.8139
BSU39060	0.4015
BSU26860	0.7185
BSU00760	1.19
BSU00740	0.9743
BSU00750	0.8065
BSU37240	0.84
BSU14520	1.28
BSU25500	1.41
BSU01370	1.33
BSU31350	0.6375
BSU36130	0.0
BSU36120	1.29
BSU09440	0.8586
BSU29140	0.6455
BSU38710	0.9103
BSU14900	0.6805
BSU38200	1.05
BSU14910	0.6352
BSU14920	0.6168
BSU30300	0.9477
BSU14890	0.6176
BSU38190	0.0
BSU22540	0.5708
BSU22560	0.7551
BSU22550	0.8886
BSU11880	0.1061
BSU27610	1.29
BSU38750	0.974
BSU30710	0.9202
BSU30720	0.9402
BSU06440	2.19
BSU38760	1.08
BSU38160	0.0
BSU29020	1.06
BSU38140	0.5683
BSU38170	0.5814
BSU38150	0.5885
BSU06510	1.7
BSU25300	1.06
BSU02230	0.6467
BSU27330	1.79
BSU30980	0.8949
BSU39410	0.8013
BSU01780	4.5
BSU40420	1.72
BSU32180	1.23
BSU18410	0.7006
BSU22890	1.14
BSU36900	0.6871
BSU35010	0.8885
BSU20250	0.7631
BSU40070	1.35
BSU03950	0.7785
BSU19520	0.8628
BSU30940	1.11
BSU11190	0.0
BSU08790	1.07
BSU00730	0.6138
BSU30950	0.9905
BSU02460	1.13
BSU13890	1.26
BSU06520	1.52
BSU12920	0.4719
BSU06420	4.18
BSU06430	2.78
BSU30960	0.0
BSU25310	0.9409
BSU30970	1.0
BSU17460	0.7283
BSU14610	0.7651
BSU23380	0.7361
BSU19370	0.9299
BSU19360	0.7674
BSU27460	1.04
BSU27430	0.8822
BSU18540	0.3359
BSU30210	0.7965
BSU27450	1.08
BSU25580	1.51
BSU27440	1.1
BSU07570	0.9528
BSU22090	1.16
BSU09410	0.8676
BSU22110	1.18
BSU12330	0.8464
BSU05740	1.23
BSU13120	0.9947
BSU21870	0.0
BSU18470	0.6878
BSU32000	0.0
BSU31930	0.9289
BSU31980	0.0
BSU22490	0.8691
BSU16770	0.5727
BSU31400	0.6071
BSU21810	0.7436
BSU28080	0.8844
BSU18120	0.8153
BSU15540	1.2
BSU27810	0.9251
BSU09530	1.1
BSU15500	0.945
BSU39780	0.8964
BSU23080	0.9945
BSU22700	0.6552
BSU26970	0.0
BSU12940	0.621
BSU27010	0.9266
BSU12950	0.4034
BSU12960	0.3928
BSU12930	0.7386
BSU22130	1.44
BSU22140	1.24
BSU01530	1.22
BSU25900	0.0
BSU24280	0.6651
BSU35620	1.46
BSU17410	0.9845
BSU35920	1.29
BSU35940	1.35
BSU35960	1.32
BSU22670	0.905
BSU35950	1.13
BSU22680	0.8063
BSU35930	1.14
BSU00280	1.68
BSU06490	1.69
BSU30220	0.8015
BSU37060	1.46
BSU26810	1.26
BSU39400	1.07
BSU17660	0.9965
BSU28390	1.12
BSU18450	0.1848
BSU15570	0.4598
