gene_id	value
BSU30410	1.12
BSU30420	1.26
BSU09300	0.5362
BSU22710	0.8011
BSU07610	0.9453
BSU13130	0.8165
BSU39060	0.4801
BSU26860	0.8064
BSU00760	0.934
BSU00740	0.7891
BSU00750	0.9241
BSU37240	0.8062
BSU14520	1.43
BSU25500	1.24
BSU01370	1.35
BSU31350	0.5379
BSU36130	1.14
BSU36120	1.03
BSU09440	0.7991
BSU29140	0.9404
BSU38710	1.01
BSU14900	0.7468
BSU38200	0.0
BSU14910	0.7082
BSU14920	0.6972
BSU30300	0.9894
BSU14890	0.816
BSU38190	1.05
BSU22540	0.739
BSU22560	0.8381
BSU22550	0.8865
BSU11880	0.33
BSU27610	1.48
BSU38750	0.7336
BSU30710	0.9904
BSU30720	1.18
BSU06440	2.05
BSU38760	0.8459
BSU38160	1.11
BSU29020	0.9441
BSU38140	0.9861
BSU38170	1.03
BSU38150	0.8188
BSU06510	1.44
BSU25300	0.8866
BSU02230	0.7316
BSU27330	1.53
BSU30980	0.5803
BSU39410	0.7116
BSU01780	3.84
BSU40420	1.33
BSU32180	1.05
BSU18410	0.9906
BSU22890	1.54
BSU36900	0.418
BSU35010	1.37
BSU20250	0.824
BSU40070	1.69
BSU03950	0.7826
BSU19520	0.6893
BSU30940	0.6941
BSU11190	0.4416
BSU08790	0.9106
BSU00730	0.3776
BSU30950	0.7923
BSU02460	0.0
BSU13890	1.45
BSU06520	1.25
BSU12920	0.4057
BSU06420	2.94
BSU06430	2.43
BSU30960	0.8242
BSU25310	1.09
BSU30970	0.9129
BSU17460	0.3387
BSU14610	0.9603
BSU23380	0.6575
BSU19370	1.21
BSU19360	0.7743
BSU27460	0.7936
BSU27430	0.9792
BSU18540	0.7285
BSU30210	0.7341
BSU27450	1.01
BSU25580	1.17
BSU27440	0.8841
BSU07570	1.08
BSU22090	0.9762
BSU09410	1.1
BSU22110	0.9343
BSU12330	0.9168
BSU05740	1.04
BSU13120	0.8395
BSU21870	0.3496
BSU18470	0.9037
BSU32000	0.4964
BSU31930	0.5306
BSU31980	0.6461
BSU22490	0.9255
BSU16770	0.7416
BSU31400	0.7496
BSU21810	0.8344
BSU28080	0.8134
BSU18120	0.8099
BSU15540	0.8993
BSU27810	1.01
BSU09530	1.06
BSU15500	0.9508
BSU39780	0.7882
BSU23080	0.9783
BSU22700	0.7072
BSU26970	0.8314
BSU12940	0.0
BSU27010	0.8082
BSU12950	0.4382
BSU12960	0.567
BSU12930	0.841
BSU22130	1.16
BSU22140	1.13
BSU01530	1.23
BSU25900	0.8791
BSU24280	1.08
BSU35620	2.04
BSU17410	1.51
BSU35920	1.06
BSU35940	0.9338
BSU35960	0.9513
BSU22670	1.05
BSU35950	1.14
BSU22680	1.1
BSU35930	1.1
BSU00280	1.26
BSU06490	1.38
BSU30220	0.7998
BSU37060	1.54
BSU26810	1.14
BSU39400	0.7911
BSU17660	0.9183
BSU28390	1.2
BSU18450	0.3729
BSU15570	0.5807
BSU20020	0.9935
BSU18440	0.2378
BSU28170	1.64
BSU33400	0.7708
BSU18220	0.9334
BSU29050	0.8776
BSU00920	1.03
BSU02340	0.8833
BSU28800	1.02
BSU22100	0.9086
BSU39270	0.7816
BSU10220	0.9779
BSU33900	0.9457
BSU39450	0.9726
BSU28740	1.04
BSU28750	0.0
BSU28730	0.8407
BSU04340	0.9517
BSU18250	1.13
BSU02140	0.9217
BSU33960	0.9334
BSU28560	0.8554
BSU17000	1.05
BSU10360	1.04
BSU37120	0.75
BSU34190	0.8118
BSU39670	0.9705
BSU03060	0.8224
BSU29440	0.7356
BSU29450	0.4548
BSU40190	1.21
BSU10130	0.8273
BSU09280	0.8584
BSU12160	1.07
BSU40330	1.19
BSU09290	0.8461
BSU18570	0.6626
BSU06360	0.8145
BSU40060	0.0
BSU37760	0.9217
BSU27220	1.0
BSU33800	1.11
BSU21900	0.7127
BSU01620	0.9218
BSU33830	0.8524
BSU01610	0.8978
BSU01630	0.7201
BSU03000	1.61
BSU02990	1.45
BSU33820	1.01
BSU00680	1.82
BSU33810	0.6984
BSU02980	1.59
BSU08450	0.8412
BSU30070	1.05
BSU08460	0.7443
BSU08440	0.3766
BSU05340	1.4
BSU24160	0.9633
BSU14870	0.9717
BSU33320	0.5977
BSU14880	1.05
BSU36030	0.8134
BSU03800	1.07
BSU16750	0.3473
BSU23580	1.09
BSU07500	1.05
BSU39920	0.7165
BSU33290	0.7826
BSU24850	1.02
BSU03810	1.43
BSU07510	1.05
BSU30540	1.88
BSU03820	0.826
BSU22410	0.9257
BSU03830	0.7974
BSU07520	0.5429
BSU07990	0.8369
BSU33300	0.961
BSU39350	0.7894
BSU15490	1.17
BSU03790	1.1
BSU28470	1.06
BSU16760	0.7469
BSU34910	1.33
BSU31322	0.8552
BSU39390	0.8033
BSU27870	0.6636
BSU28510	0.9331
BSU02400	0.7137
BSU28720	0.9779
BSU28150	1.34
BSU23570	1.01
BSU22370	0.7234
BSU34920	1.15
BSU36810	1.09
BSU17150	0.4989
BSU18230	0.9599
BSU36840	1.02
BSU06970	0.8909
BSU11710	0.9376
BSU38500	1.45
BSU13960	0.3718
BSU38530	2.04
BSU37780	0.8446
BSU38510	1.32
BSU38520	1.58
BSU00790	0.9621
BSU00270	1.16
BSU32260	0.3604
BSU32240	0.3565
BSU22600	0.3754
BSU02290	1.21
BSU10870	0.8272
BSU10020	0.5593
BSU22620	1.04
BSU34890	0.8295
BSU03990	0.8067
BSU35780	1.37
BSU04740	1.08
BSU31990	0.5709
BSU30830	2.04
BSU31970	0.4538
BSU30280	1.08
BSU19630	0.891
BSU03070	1.25
BSU34870	0.9143
BSU34900	1.03
BSU22660	1.01
BSU30290	0.8757
BSU30270	0.7945
BSU29600	1.91
BSU26700	0.7568
BSU26690	0.9592
BSU26710	0.99
BSU27850	0.6382
BSU00090	0.761
BSU24130	0.8375
BSU39700	0.8066
BSU24140	1.04
BSU39720	0.8692
BSU23250	0.7267
BSU28790	0.7124
BSU39750	0.8302
BSU39730	0.9978
BSU28780	1.28
BSU04000	0.7815
BSU39740	0.8375
BSU29220	1.23
BSU39710	0.9959
BSU17390	1.34
BSU28270	0.1902
BSU30550	1.63
BSU28260	0.2108
BSU17380	1.13
BSU28250	0.254
BSU28280	0.251
BSU39370	0.7512
BSU36920	1.17
BSU28290	0.1712
BSU04030	0.7552
BSU06150	0.8552
BSU15910	1.33
BSU00930	0.9527
BSU00380	0.8838
BSU08000	1.3
BSU15900	1.27
BSU24740	1.63
BSU25660	1.44
BSU03981	0.9324
BSU34660	0.9704
BSU01580	1.57
BSU33390	1.27
BSU25020	0.7475
BSU33370	1.13
BSU26600	0.956
BSU33380	1.02
BSU22430	0.8681
BSU26590	1.29
BSU24310	0.8808
BSU30790	1.15
BSU28430	0.7734
BSU32100	0.902
BSU28440	0.8721
BSU28450	0.8393
BSU16090	0.9351
BSU32200	1.08
BSU16100	0.6195
BSU03130	0.8076
BSU38050	0.9219
BSU02750	1.02
BSU01680	0.9024
BSU02760	1.23
BSU09850	1.41
BSU37110	0.6614
BSU11640	0.9235
BSU35710	2.07
BSU35760	1.45
BSU22730	1.01
BSU35720	1.02
BSU27860	0.5089
BSU35530	1.19
BSU38060	0.8324
BSU35750	1.45
BSU35730	1.44
BSU37320	0.9724
BSU35690	1.66
BSU03330	0.8481
BSU35680	1.59
BSU30800	0.8679
BSU35590	1.21
BSU03320	0.9573
BSU35600	1.11
BSU03310	1.09
BSU37280	0.9403
BSU35570	1.22
BSU37260	0.9188
BSU35550	1.12
BSU37270	0.8998
BSU35540	1.4
BSU03290	0.8471
BSU35609	1.19
BSU03300	0.6245
BSU16990	1.12
BSU11250	0.2388
BSU21770	0.5178
BSU32250	0.3789
BSU17890	1.07
BSU21820	0.9164
BSU17680	1.0
BSU15550	0.8764
BSU11650	0.8121
BSU40340	1.06
BSU15560	0.7825
BSU18670	1.2
BSU18480	1.49
BSU03270	0.9269
BSU22420	0.9037
BSU15190	1.25
BSU34790	1.12
BSU32110	0.6484
BSU37660	0.5838
BSU07810	0.9727
BSU07800	1.03
BSU22640	1.03
BSU14860	0.7452
BSU22630	1.49
BSU14590	1.01
BSU14580	1.08
BSU14600	1.0
BSU15180	1.27
BSU39540	0.9591
BSU38860	0.6446
BSU30870	1.53
BSU23070	0.7123
BSU33930	0.9581
BSU15220	1.54
BSU15200	0.8709
BSU33910	1.01
BSU16540	1.67
BSU29790	1.05
BSU15230	1.35
BSU35580	1.08
BSU04570	1.07
BSU03280	0.9215
BSU28140	1.27
BSU25420	0.9185
BSU10120	0.7489
BSU36890	1.08
BSU03010	0.6894
BSU38240	0.8786
BSU15480	1.61
BSU39360	0.8147
BSU36650	0.4799
BSU28130	1.33
BSU36660	0.8242
BSU36640	0.7686
BSU30560	1.01
BSU23920	0.9837
BSU18210	1.31
BSU23500	1.28
BSU22610	0.9725
BSU27900	1.11
BSU10140	0.9493
BSU18830	1.13
BSU06530	1.42
BSU22650	0.9531
BSU06500	1.34
BSU34860	0.8007
BSU06450	1.56
BSU22060	1.13
BSU06470	1.46
BSU22070	0.9012
BSU06480	1.26
BSU17600	1.1
BSU17610	1.21
BSU34880	0.8198
BSU06660	1.13
BSU30530	1.68
BSU19580	0.3031
BSU00510	1.2
