gene_id	value
BSU36850	1.1
BSU07840	0.9265
BSU16730	1.03
BSU16740	0.9612
BSU36830	1.51
BSU36800	0.8257
BSU36820	0.9486
BSU36860	1.05
BSU33310	0.8174
BSU36870	1.26
BSU36880	2.47
BSU30820	1.3
BSU31060	0.8109
BSU39260	0.9453
BSU06310	0.8674
BSU07490	1.01
BSU19350	0.452
BSU39610	0.8025
BSU38040	0.9664
BSU39380	0.914
BSU02090	1.01
BSU03040	0.9266
BSU18800	0.8228
BSU38560	0.9431
BSU40110	1.53
BSU30200	0.6038
BSU39860	0.9348
BSU38830	1.03
BSU19310	1.28
BSU15730	1.71
BSU16670	1.28
BSU27200	0.9909
BSU06170	0.5709
BSU08850	1.17
BSU14400	1.12
BSU24170	0.9105
BSU24340	0.7136
BSU29200	0.9792
BSU22440	1.17
BSU24350	0.619
BSU13910	2.25
BSU13900	1.1
BSU27070	0.5182
BSU27040	0.5403
BSU27050	0.7289
BSU27060	0.5857
BSU15650	1.07
BSU08820	4.79
BSU38630	1.11
BSU11210	0.4667
BSU11200	0.3046
BSU07920	0.8946
BSU33170	0.9738
BSU33180	1.06
BSU36010	1.23
BSU33160	1.0
BSU03930	0.8546
BSU15510	0.6664
BSU28310	0.2112
BSU11230	0.3621
BSU15520	0.9339
BSU29470	1.06
BSU11240	1.07
BSU36000	0.9786
BSU24150	0.895
BSU26650	0.8495
BSU18260	1.02
BSU16920	1.04
BSU04520	0.9885
BSU02270	1.33
BSU37170	0.8554
BSU18000	0.8909
BSU11220	0.3851
BSU00500	2.14
BSU38580	0.7325
BSU29680	0.6102
BSU29710	0.8517
BSU38590	1.09
BSU29700	1.57
BSU38390	1.01
BSU08070	1.07
BSU29690	0.6697
BSU08710	0.8808
BSU38570	1.06
BSU08090	0.9278
BSU30240	0.7923
BSU33710	0.9657
BSU08060	1.4
BSU28120	1.04
BSU33700	1.02
BSU08080	1.38
BSU35740	1.13
BSU33720	1.01
BSU31050	0.6467
BSU30440	1.4
BSU30430	1.28
BSU30450	1.11
BSU22830	1.38
BSU22690	0.7415
