gene_id	value
BSU36850	0.5687
BSU07840	1.05
BSU16730	1.03
BSU16740	0.9385
BSU36830	0.7662
BSU36800	0.6984
BSU36820	0.6675
BSU36860	0.6871
BSU33310	0.8249
BSU36870	0.7046
BSU36880	1.16
BSU30820	1.35
BSU31060	0.929
BSU39260	0.8852
BSU06310	0.737
BSU07490	0.9326
BSU19350	0.5286
BSU39610	0.8276
BSU38040	0.7143
BSU39380	1.74
BSU02090	1.02
BSU03040	1.27
BSU18800	0.8398
BSU38560	1.54
BSU40110	2.45
BSU30200	0.5626
BSU39860	0.8982
BSU38830	0.9723
BSU19310	1.13
BSU15730	1.07
BSU16670	1.05
BSU27200	1.11
BSU06170	0.5936
BSU08850	0.5328
BSU14400	0.988
BSU24170	0.9148
BSU24340	0.6497
BSU29200	1.23
BSU22440	1.02
BSU24350	0.7163
BSU13910	1.54
BSU13900	1.1
BSU27070	0.8389
BSU27040	0.713
BSU27050	0.6891
BSU27060	0.5677
BSU15650	1.04
BSU08820	5.38
BSU38630	0.7049
BSU11210	0.0
BSU11200	0.1317
BSU07920	0.9474
BSU33170	1.05
BSU33180	1.04
BSU36010	1.02
BSU33160	1.03
BSU03930	0.9143
BSU15510	0.8339
BSU28310	0.1014
BSU11230	0.0
BSU15520	0.9919
BSU29470	0.6403
BSU11240	0.8961
BSU36000	1.17
BSU24150	1.09
BSU26650	1.3
BSU18260	1.01
BSU16920	1.17
BSU04520	1.03
BSU02270	1.68
BSU37170	0.9643
BSU18000	0.8629
BSU11220	0.1485
BSU00500	1.38
BSU38580	1.26
BSU29680	0.0
BSU29710	0.0
BSU38590	0.6641
BSU29700	1.23
BSU38390	0.7709
BSU08070	1.09
BSU29690	0.7648
BSU08710	1.14
BSU38570	0.4954
BSU08090	1.19
BSU30240	0.9615
BSU33710	0.8013
BSU08060	1.1
BSU28120	1.27
BSU33700	0.8635
BSU08080	1.0
BSU35740	0.8122
BSU33720	0.9466
BSU31050	1.01
BSU30440	1.4
BSU30430	1.45
BSU30450	1.28
BSU22830	1.26
BSU22690	0.5211
BSU30410	0.9977
BSU30420	1.16
BSU09300	0.6654
BSU22710	0.603
BSU07610	1.11
BSU13130	0.8635
BSU39060	0.3687
BSU26860	0.7714
BSU00760	1.16
BSU00740	0.9804
BSU00750	0.8554
BSU37240	0.798
BSU14520	1.31
BSU25500	1.37
BSU01370	1.37
BSU31350	0.4859
BSU36130	1.03
BSU36120	1.26
BSU09440	0.8346
BSU29140	0.546
BSU38710	0.9092
BSU14900	0.7348
BSU38200	1.02
BSU14910	0.6217
BSU14920	0.6589
BSU30300	1.04
BSU14890	0.606
BSU38190	0.558
BSU22540	0.6148
BSU22560	0.7594
BSU22550	0.927
BSU11880	0.1076
BSU27610	1.18
BSU38750	0.9548
BSU30710	0.8899
BSU30720	0.9908
BSU06440	2.07
BSU38760	1.11
BSU38160	0.5913
BSU29020	1.02
BSU38140	0.6218
BSU38170	0.5572
BSU38150	0.586
BSU06510	1.79
BSU25300	1.08
BSU02230	0.6884
BSU27330	1.55
BSU30980	0.9246
BSU39410	0.8571
BSU01780	4.23
BSU40420	1.69
BSU32180	1.21
BSU18410	0.7935
BSU22890	1.22
BSU36900	0.628
BSU35010	0.9394
BSU20250	0.9145
BSU40070	1.28
BSU03950	0.7534
BSU19520	0.8701
BSU30940	1.02
BSU11190	0.0
BSU08790	1.18
BSU00730	0.6546
BSU30950	1.03
BSU02460	1.07
BSU13890	1.17
BSU06520	1.42
BSU12920	0.4586
BSU06420	3.59
BSU06430	2.91
BSU30960	1.05
BSU25310	0.9962
BSU30970	1.1
BSU17460	0.6377
BSU14610	0.7776
BSU23380	0.8244
BSU19370	0.8797
BSU19360	0.6873
BSU27460	1.04
BSU27430	0.8681
BSU18540	0.3576
BSU30210	0.7617
BSU27450	1.02
BSU25580	1.48
BSU27440	1.08
BSU07570	0.9871
BSU22090	1.02
BSU09410	0.8512
BSU22110	1.25
BSU12330	0.7917
BSU05740	1.23
BSU13120	0.9115
BSU21870	0.3786
BSU18470	0.6988
BSU32000	0.5425
BSU31930	1.05
BSU31980	0.6053
BSU22490	0.9066
BSU16770	0.5461
BSU31400	0.614
BSU21810	0.7305
BSU28080	0.8887
BSU18120	0.8379
BSU15540	1.14
BSU27810	0.9208
BSU09530	1.11
BSU15500	1.03
BSU39780	0.8326
BSU23080	0.9479
BSU22700	0.6086
BSU26970	1.07
BSU12940	0.6244
BSU27010	0.8517
BSU12950	0.4394
BSU12960	0.3988
BSU12930	0.7967
BSU22130	1.45
BSU22140	1.23
BSU01530	1.27
BSU25900	0.898
BSU24280	0.7035
BSU35620	1.45
BSU17410	1.08
BSU35920	1.22
BSU35940	1.21
BSU35960	1.21
BSU22670	0.9582
BSU35950	1.01
BSU22680	0.8048
BSU35930	1.1
BSU00280	1.47
BSU06490	1.75
BSU30220	0.8103
BSU37060	1.44
BSU26810	1.31
BSU39400	1.19
BSU17660	0.989
BSU28390	1.25
BSU18450	0.2111
BSU15570	0.5176
BSU20020	0.8815
BSU18440	0.2049
BSU28170	1.52
BSU33400	0.8759
BSU18220	1.01
BSU29050	1.04
BSU00920	1.11
BSU02340	1.06
BSU28800	0.665
BSU22100	0.8922
BSU39270	0.8702
BSU10220	0.778
BSU33900	0.7978
BSU39450	0.8893
BSU28740	0.9316
BSU28750	1.09
BSU28730	1.02
BSU04340	1.13
BSU18250	0.6971
BSU02140	0.8742
BSU33960	0.7617
BSU28560	0.9284
BSU17000	1.09
BSU10360	1.06
BSU37120	0.6997
BSU34190	0.8068
BSU39670	1.03
BSU03060	1.04
BSU29440	0.5549
BSU29450	0.2734
BSU40190	0.7841
BSU10130	0.0
BSU09280	0.8917
BSU12160	1.31
BSU40330	0.9094
BSU09290	0.8914
BSU18570	0.4491
BSU06360	0.6685
BSU40060	1.1
BSU37760	0.7426
BSU27220	1.02
BSU33800	1.13
BSU21900	0.6184
BSU01620	1.31
BSU33830	0.9915
BSU01610	1.39
BSU01630	0.9466
BSU03000	1.3
BSU02990	1.24
BSU33820	0.9587
BSU00680	1.06
BSU33810	0.912
BSU02980	1.52
BSU08450	0.7859
BSU30070	1.24
BSU08460	0.4428
BSU08440	0.2361
BSU05340	1.83
BSU24160	1.0
BSU14870	0.7864
BSU33320	0.5415
BSU14880	0.8282
BSU36030	1.05
BSU03800	1.41
BSU16750	0.2646
BSU23580	1.03
BSU07500	0.7335
BSU39920	0.7351
BSU33290	0.7907
BSU24850	0.8242
BSU03810	0.9162
BSU07510	0.9842
BSU30540	1.81
BSU03820	0.8496
BSU22410	0.9836
BSU03830	0.5083
BSU07520	0.4351
BSU07990	1.07
BSU33300	1.08
BSU39350	0.9913
BSU15490	1.22
BSU03790	0.6912
BSU28470	0.7119
BSU16760	0.541
BSU34910	0.7428
BSU31322	1.16
BSU39390	1.01
BSU27870	0.5424
BSU28510	0.9143
BSU02400	0.6009
BSU28720	0.9528
BSU28150	1.42
BSU23570	1.05
BSU22370	0.7997
BSU34920	0.6433
BSU36810	0.8258
BSU17150	0.4478
BSU18230	1.17
BSU36840	0.5724
BSU06970	1.13
BSU11710	0.6496
BSU38500	1.52
BSU13960	0.2949
BSU38530	1.62
BSU37780	0.7795
BSU38510	1.05
BSU38520	1.85
BSU00790	1.03
BSU00270	1.46
BSU32260	0.1862
BSU32240	0.1941
BSU22600	0.0
BSU02290	1.61
BSU10870	1.24
BSU10020	0.507
BSU22620	0.6533
BSU34890	0.6385
BSU03990	0.9069
BSU35780	1.35
BSU04740	1.21
BSU31990	0.4562
BSU30830	1.47
BSU31970	0.3941
BSU30280	1.1
BSU19630	0.8231
BSU03070	1.07
BSU34870	0.7704
BSU34900	0.6538
BSU22660	0.9673
BSU30290	1.02
BSU30270	0.853
BSU29600	1.9
BSU26700	0.9745
BSU26690	0.9314
BSU26710	0.9307
BSU27850	0.493
BSU00090	1.13
BSU24130	0.8947
BSU39700	1.15
BSU24140	0.9487
BSU39720	1.09
BSU23250	0.7405
BSU28790	0.9474
BSU39750	1.04
BSU39730	0.9724
BSU28780	0.9801
BSU04000	0.8035
BSU39740	1.02
BSU29220	1.22
BSU39710	0.9887
BSU17390	0.8493
BSU28270	0.1546
BSU30550	1.44
BSU28260	0.05821
BSU17380	1.12
BSU28250	0.3193
BSU28280	0.06551
