gene_id	value
BSU22690	0.5928
BSU30410	0.9104
BSU30420	0.8906
BSU09300	1.22
BSU22710	0.6378
BSU07610	0.9312
BSU13130	0.825
BSU39060	0.8676
BSU26860	0.9684
BSU00760	0.9904
BSU00740	0.991
BSU00750	0.9608
BSU37240	0.781
BSU14520	1.09
BSU25500	1.34
BSU01370	1.02
BSU31350	0.9445
BSU36130	0.802
BSU36120	1.34
BSU09440	1.07
BSU29140	1.1
BSU38710	0.7948
BSU14900	0.7206
BSU38200	0.0
BSU14910	0.655
BSU14920	0.6918
BSU30300	0.9581
BSU14890	0.7065
BSU38190	0.6551
BSU22540	0.8102
BSU22560	0.9392
BSU22550	1.04
BSU11880	0.754
BSU27610	1.65
BSU38750	0.7959
BSU30710	0.9867
BSU30720	0.9927
BSU06440	0.9122
BSU38760	0.864
BSU38160	0.7304
BSU29020	1.01
BSU38140	0.7476
BSU38170	0.732
BSU38150	0.8309
BSU06510	0.7596
BSU25300	1.04
BSU02230	0.9408
BSU27330	1.5
BSU30980	0.7318
BSU39410	0.8114
BSU01780	1.95
BSU40420	0.9954
BSU32180	1.17
BSU18410	0.8229
BSU22890	1.39
BSU36900	0.6741
BSU35010	0.7383
BSU20250	0.869
BSU40070	0.9963
BSU03950	0.6851
BSU19520	0.9711
BSU30940	0.9337
BSU11190	0.0
BSU08790	0.9868
BSU00730	1.14
BSU30950	0.9003
BSU02460	0.0
BSU13890	1.29
BSU06520	0.5234
BSU12920	0.5575
BSU06420	1.25
BSU06430	1.06
BSU30960	0.8546
BSU25310	1.01
BSU30970	1.01
BSU17460	1.1
BSU14610	1.14
BSU23380	0.8257
BSU19370	1.42
BSU19360	1.0
BSU27460	1.11
BSU27430	1.02
BSU18540	0.6014
BSU30210	1.02
BSU27450	0.9776
BSU25580	1.01
BSU27440	1.0
BSU07570	0.8981
BSU22090	0.8902
BSU09410	0.9841
BSU22110	1.01
BSU12330	0.7265
BSU05740	1.03
BSU13120	1.07
BSU21870	0.6705
BSU18470	0.8319
BSU32000	0.4684
BSU31930	1.12
BSU31980	0.5921
BSU22490	1.74
BSU16770	0.8673
BSU31400	0.8168
BSU21810	1.01
BSU28080	0.8501
BSU18120	0.8813
BSU15540	1.09
BSU27810	0.8987
BSU09530	1.01
BSU15500	0.8474
BSU39780	0.9326
BSU23080	1.16
BSU22700	0.6922
BSU26970	1.09
BSU12940	0.7856
BSU27010	1.08
BSU12950	0.6143
BSU12960	0.609
BSU12930	0.8206
BSU22130	0.9516
BSU22140	0.9429
BSU01530	0.8206
BSU25900	1.18
BSU24280	0.9306
BSU35620	0.9428
BSU17410	0.8946
BSU35920	1.12
BSU35940	1.24
BSU35960	1.22
BSU22670	0.8775
BSU35950	1.03
BSU22680	0.9341
BSU35930	1.07
BSU00280	1.38
BSU06490	0.7448
BSU30220	0.8499
BSU37060	1.21
BSU26810	1.49
BSU39400	1.3
BSU17660	1.26
BSU28390	1.06
BSU18450	0.5732
BSU15570	0.9999
BSU20020	1.02
BSU18440	0.5854
BSU28170	0.8802
BSU33400	1.54
BSU18220	1.32
BSU29050	1.17
BSU00920	1.12
BSU02340	1.15
BSU28800	0.7545
BSU22100	1.02
BSU39270	0.8821
BSU10220	0.9204
BSU33900	0.7408
BSU39450	0.9991
BSU28740	0.7934
BSU28750	1.03
BSU28730	1.0
BSU04340	1.73
BSU18250	1.08
BSU02140	1.06
BSU33960	0.7889
BSU28560	1.07
BSU17000	0.9258
BSU10360	1.19
BSU37120	0.7875
BSU34190	0.9181
BSU39670	0.974
BSU03060	0.87
BSU29440	0.9639
BSU29450	0.6934
BSU40190	0.9692
BSU10130	0.0
BSU09280	1.42
BSU12160	1.33
BSU40330	0.8948
BSU09290	1.57
BSU18570	0.8514
BSU06360	0.6926
BSU40060	1.04
BSU37760	0.8038
BSU27220	0.9852
BSU33800	1.02
BSU21900	0.9258
BSU01620	1.1
BSU33830	1.33
BSU01610	1.22
BSU01630	0.7171
BSU03000	1.13
BSU02990	1.39
BSU33820	1.31
BSU00680	0.8495
BSU33810	1.28
BSU02980	1.02
BSU08450	0.7074
BSU30070	1.26
BSU08460	0.5565
BSU08440	0.3847
BSU05340	1.61
BSU24160	1.01
BSU14870	0.8824
BSU33320	0.6004
BSU14880	0.688
BSU36030	0.9715
BSU03800	1.04
BSU16750	0.5688
BSU23580	1.05
BSU07500	0.9371
BSU39920	0.8187
BSU33290	0.7132
BSU24850	1.1
BSU03810	0.8924
BSU07510	0.963
BSU30540	1.38
BSU03820	0.9317
BSU22410	1.02
BSU03830	0.7144
BSU07520	0.6677
BSU07990	1.25
BSU33300	0.9122
BSU39350	1.08
BSU15490	0.9785
BSU03790	0.8065
BSU28470	0.8731
BSU16760	0.8072
BSU34910	0.618
BSU31322	1.01
BSU39390	0.899
BSU27870	0.5305
BSU28510	0.9649
BSU02400	0.8277
BSU28720	0.807
BSU28150	0.9131
BSU23570	1.08
BSU22370	0.9918
BSU34920	0.4689
BSU36810	0.7758
BSU17150	0.8363
BSU18230	1.08
BSU36840	0.745
BSU06970	0.9855
BSU11710	0.8553
BSU38500	1.05
BSU13960	0.8037
BSU38530	1.07
BSU37780	0.0
BSU38510	0.8597
BSU38520	1.2
BSU00790	0.8539
BSU00270	1.13
BSU32260	0.4803
BSU32240	0.4996
BSU22600	0.0
BSU02290	0.9179
BSU10870	1.12
BSU10020	0.6484
BSU22620	0.8361
BSU34890	0.4059
BSU03990	0.8699
BSU35780	1.11
BSU04740	1.44
BSU31990	0.4083
BSU30830	1.32
BSU31970	0.3353
BSU30280	0.8967
BSU19630	1.46
BSU03070	0.8753
BSU34870	0.587
BSU34900	0.5586
BSU22660	0.9324
BSU30290	1.04
BSU30270	1.1
BSU29600	1.25
BSU26700	1.02
BSU26690	0.9907
BSU26710	1.02
BSU27850	0.7094
BSU00090	0.7514
BSU24130	1.04
BSU39700	1.08
BSU24140	0.9686
BSU39720	1.06
BSU23250	0.9809
BSU28790	1.08
BSU39750	0.9475
BSU39730	0.988
BSU28780	0.9712
BSU04000	0.8278
BSU39740	0.9664
BSU29220	1.26
BSU39710	0.9779
BSU17390	0.8113
BSU28270	0.4946
BSU30550	1.16
BSU28260	0.5231
BSU17380	0.9445
BSU28250	0.7238
BSU28280	0.438
BSU39370	0.787
BSU36920	0.9612
BSU28290	0.4984
BSU04030	0.8899
BSU06150	0.8955
BSU15910	1.06
BSU00930	0.8977
BSU00380	0.8954
BSU08000	1.81
BSU15900	1.24
BSU24740	0.8147
BSU25660	1.26
BSU03981	0.5672
BSU34660	0.8765
BSU01580	1.28
BSU33390	0.9168
BSU25020	1.24
BSU33370	0.8843
BSU26600	1.19
BSU33380	1.04
BSU22430	1.04
BSU26590	1.19
BSU24310	0.9273
BSU30790	0.9128
BSU28430	0.8897
BSU32100	0.6133
BSU28440	1.11
BSU28450	1.12
BSU16090	1.01
BSU32200	1.21
BSU16100	1.01
BSU03130	1.18
BSU38050	1.05
BSU02750	1.03
BSU01680	0.9021
BSU02760	1.0
BSU09850	1.17
BSU37110	0.8249
BSU11640	1.45
BSU35710	1.15
BSU35760	1.11
BSU22730	0.9191
BSU35720	0.852
BSU27860	0.6827
BSU35530	1.06
BSU38060	0.8679
BSU35750	1.05
BSU35730	1.11
BSU37320	0.9785
BSU35690	1.02
BSU03330	0.7494
BSU35680	1.16
BSU30800	1.02
BSU35590	1.14
BSU03320	0.9319
BSU35600	0.9052
BSU03310	0.7469
BSU37280	0.9552
BSU35570	1.25
BSU37260	1.06
BSU35550	1.07
BSU37270	0.8712
BSU35540	0.9958
BSU03290	0.6366
BSU35609	1.11
BSU03300	0.6304
BSU16990	1.01
BSU11250	0.4189
BSU21770	1.02
BSU32250	0.4956
BSU17890	1.11
BSU21820	1.06
BSU17680	1.14
BSU15550	0.9209
BSU11650	0.966
BSU40340	0.9343
BSU15560	1.15
BSU18670	0.9452
BSU18480	1.02
BSU03270	0.9148
BSU22420	0.9867
BSU15190	1.1
BSU34790	0.9564
BSU32110	0.4958
BSU37660	0.9391
BSU07810	0.9143
BSU07800	1.07
BSU22640	0.8871
BSU14860	0.9286
BSU22630	0.9223
BSU14590	1.27
BSU14580	1.06
BSU14600	0.9794
BSU15180	1.41
BSU39540	1.08
BSU38860	0.7962
BSU30870	0.0
BSU23070	0.8505
BSU33930	1.66
BSU15220	1.46
BSU15200	0.9765
BSU33910	0.8923
BSU16540	1.11
BSU29790	1.09
BSU15230	1.27
BSU35580	0.8449
BSU04570	0.9451
BSU03280	0.7668
BSU28140	0.8676
BSU25420	1.13
BSU10120	1.26
BSU36890	0.7683
BSU03010	1.02
BSU38240	0.9457
BSU15480	0.9538
BSU39360	0.9299
BSU36650	0.7941
BSU28130	0.8812
BSU36660	0.6958
BSU36640	0.8131
BSU30560	1.12
BSU23920	1.44
BSU18210	1.25
BSU23500	1.23
BSU22610	0.9681
BSU27900	1.28
BSU10140	1.07
BSU18830	0.9188
BSU06530	0.5776
BSU22650	0.9012
BSU06500	0.5871
BSU34860	0.4004
BSU06450	0.7969
BSU22060	0.8275
BSU06470	0.7119
BSU22070	0.8645
BSU06480	0.7035
BSU17600	1.05
BSU17610	1.03
BSU34880	0.3528
BSU06660	1.11
BSU30530	1.33
BSU19580	0.6622
BSU00510	0.9365
