gene_id	value
BSU36850	0.6224
BSU07840	1.14
BSU16730	1.1
BSU16740	0.8696
BSU36830	0.6469
BSU36800	0.7512
BSU36820	0.7483
BSU36860	0.7492
BSU33310	0.748
BSU36870	0.7541
BSU36880	1.05
BSU30820	1.21
BSU31060	0.8174
BSU39260	0.8823
BSU06310	0.8381
BSU07490	0.9913
BSU19350	0.6365
BSU39610	0.8423
BSU38040	0.8504
BSU39380	1.87
BSU02090	0.8812
BSU03040	0.9568
BSU18800	0.9579
BSU38560	1.13
BSU40110	0.7553
BSU30200	1.08
BSU39860	0.8779
BSU38830	0.9337
BSU19310	1.03
BSU15730	0.9503
BSU16670	1.19
BSU27200	1.21
BSU06170	0.9187
BSU08850	0.7167
BSU14400	0.9421
BSU24170	0.8487
BSU24340	0.9431
BSU29200	1.03
BSU22440	1.31
BSU24350	0.9383
BSU13910	1.08
BSU13900	1.22
BSU27070	0.0
BSU27040	0.9097
BSU27050	0.9197
BSU27060	0.7785
BSU15650	1.11
BSU08820	0.8853
BSU38630	0.6553
BSU11210	0.0
BSU11200	0.5665
BSU07920	1.03
BSU33170	0.8808
BSU33180	1.39
BSU36010	1.05
BSU33160	0.9297
BSU03930	1.07
BSU15510	0.8867
BSU28310	0.4933
BSU11230	0.0
BSU15520	1.05
BSU29470	0.9172
BSU11240	0.8808
BSU36000	0.93
BSU24150	1.03
BSU26650	1.06
BSU18260	0.9226
BSU16920	1.28
BSU04520	1.15
BSU02270	1.2
BSU37170	0.9619
BSU18000	0.841
BSU11220	0.5628
BSU00500	1.31
BSU38580	1.12
BSU29680	0.0
BSU29710	0.0
BSU38590	0.6972
BSU29700	0.0
BSU38390	0.8088
BSU08070	1.03
BSU29690	1.11
BSU08710	1.12
BSU38570	0.6174
BSU08090	1.02
BSU30240	1.01
BSU33710	1.09
BSU08060	1.06
BSU28120	0.964
BSU33700	1.01
BSU08080	1.04
BSU35740	0.8447
BSU33720	1.11
BSU31050	0.9057
BSU30440	0.9637
BSU30430	0.9424
BSU30450	1.18
BSU22830	1.06
